STORAGE_IN,CONSTANT_HEAD_IN,RECHARGE_IN,STREAM_LEAKAGE_IN,MNW2_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,RECHARGE_OUT,STREAM_LEAKAGE_OUT,MNW2_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY,WellNum
0.0,264.7524108886719,914428.75,192054.171875,2001.6004638671875,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.6395263671875,1108752.125,-2.875,-0.0,175
0.0,264.7524108886719,914428.75,192054.140625,2001.624755859375,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.6480712890625,1108752.125,-2.875,-0.0,176
0.0,264.7524108886719,914428.75,192054.109375,2001.6192626953125,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.6597900390625,1108752.125,-2.875,-0.0,177
0.0,264.7524108886719,914428.75,192054.09375,2000.8160400390625,1108748.5,0.0,55704.4765625,0.0,1051056.875,1989.906005859375,1108751.25,-2.75,-0.0,178
0.0,264.7524108886719,914428.75,192054.0625,2001.6138916015625,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.65673828125,1108752.0,-2.875,-0.0,179
0.0,264.7528991699219,914428.75,192054.28125,2001.6331787109375,1108749.375,0.0,55704.25390625,0.0,1051057.375,1990.65478515625,1108752.25,-2.875,-0.0,18
0.0,264.7524108886719,914428.75,192054.03125,2001.615966796875,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.656005859375,1108752.0,-2.875,-0.0,180
0.0,264.7524108886719,914428.75,192054.015625,2001.6187744140625,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.646240234375,1108752.0,-2.875,-0.0,181
0.0,264.7524108886719,914428.75,192054.015625,2001.6104736328125,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6461181640625,1108752.0,-2.875,-0.0,182
0.0,264.7524108886719,914428.75,192054.015625,2001.610107421875,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.64892578125,1108752.0,-2.875,-0.0,183
0.0,264.7524108886719,914428.75,192054.015625,2000.330810546875,1108747.875,0.0,55704.4765625,0.0,1051056.875,1989.4141845703125,1108750.75,-2.875,-0.0,184
0.0,264.7524108886719,914428.75,192054.0,2000.635986328125,1108748.125,0.0,55704.4765625,0.0,1051056.875,1989.6912841796875,1108751.125,-3.0,-0.0,185
0.0,264.7524108886719,914428.75,192054.0,2000.552001953125,1108748.0,0.0,55704.4765625,0.0,1051056.875,1989.585693359375,1108751.0,-3.0,-0.0,186
0.0,264.7524108886719,914428.75,192054.0,2000.7664794921875,1108748.25,0.0,55704.4765625,0.0,1051056.875,1989.79248046875,1108751.125,-2.875,-0.0,187
0.0,264.7524108886719,914428.75,192054.015625,2001.106201171875,1108748.625,0.0,55704.47265625,0.0,1051056.875,1990.12548828125,1108751.5,-2.875,-0.0,188
0.0,264.7524108886719,914428.75,192054.078125,2001.6170654296875,1108749.25,0.0,55704.46875,0.0,1051057.0,1990.6505126953125,1108752.125,-2.875,-0.0,189
