"SegNum","frac_depletion","WellNum","time_days","dist_wellToStream_m","Tr_bulk_m2d","S_bulk","lmda_m2d"
255,0.057,630,258,1531.45,12.662,0.27,118.581
256,0.133,630,258,1147.881,32.428,0.27,127.44
466,0.045,630,258,2879.195,115.411,0.27,72.805
112,0.021,630,3543,2720.535,19.773,0.27,129.457
113,0.012,630,3543,2324.402,20.739,0.27,137.538
114,0.042,630,3543,1543.265,19.732,0.27,132.447
115,0.579,630,3543,591.725,27.066,0.27,125.666
252,0.086,630,3543,1371.943,46.458,0.27,113.473
253,0.042,630,3543,1456.807,66.024,0.27,95.642
255,0.053,630,3543,1531.45,12.662,0.27,118.581
256,0.123,630,3543,1147.881,32.428,0.27,127.44
466,0.042,630,3543,2879.195,115.411,0.27,72.805
110,0.014,630,18143,5188.236,25.923,0.27,85.288
111,0.013,630,18143,3764.25,17.06,0.27,111.879
112,0.019,630,18143,2720.535,19.773,0.27,129.457
113,0.011,630,18143,2324.402,20.739,0.27,137.538
114,0.038,630,18143,1543.265,19.732,0.27,132.447
115,0.528,630,18143,591.725,27.066,0.27,125.666
232,0.012,630,18143,5174.936,34.091,0.27,29.923
240,0.019,630,18143,5476.775,11.367,0.27,32.592
251,0.017,630,18143,4063.195,11.336,0.27,73.454
252,0.079,630,18143,1371.943,46.458,0.27,113.473
253,0.038,630,18143,1456.807,66.024,0.27,95.642
255,0.048,630,18143,1531.45,12.662,0.27,118.581
256,0.112,630,18143,1147.881,32.428,0.27,127.44
262,0.014,630,18143,5616.913,28.093,0.27,93.412
466,0.038,630,18143,2879.195,115.411,0.27,72.805
115,0.916,631,258,87.991,82.315,0.27,125.666
252,0.071,631,258,565.924,90.73,0.272,113.473
253,0.013,631,258,988.431,118.531,0.273,95.642
115,0.916,631,3543,87.991,82.315,0.27,125.666
252,0.071,631,3543,565.924,90.73,0.272,113.473
253,0.013,631,3543,988.431,118.531,0.273,95.642
115,0.916,631,18143,87.991,82.315,0.27,125.666
252,0.071,631,18143,565.924,90.73,0.272,113.473
253,0.013,631,18143,988.431,118.531,0.273,95.642
115,0.533,632,258,388.13,25.467,0.27,125.666
251,0.031,632,258,2767.658,65.323,0.27,73.454
252,0.365,632,258,401.405,184.347,0.271,113.473
253,0.056,632,258,1353.405,278.917,0.273,95.642
254,0.015,632,258,1719.021,127.761,0.271,82.67
112,0.012,632,3543,3710.569,17.482,0.27,129.457
114,0.014,632,3543,2869.179,12.237,0.27,132.447
115,0.467,632,3543,388.13,25.467,0.27,125.666
232,0.014,632,3543,4508.487,66.195,0.27,29.923
240,0.036,632,3543,3477.129,61.312,0.27,32.592
251,0.028,632,3543,2767.658,65.323,0.27,73.454
252,0.32,632,3543,401.405,184.347,0.271,113.473
253,0.049,632,3543,1353.405,278.917,0.273,95.642
254,0.013,632,3543,1719.021,127.761,0.271,82.67
255,0.012,632,3543,2869.793,68.096,0.271,118.581
256,0.018,632,3543,3069.008,95.521,0.27,127.44
466,0.018,632,3543,4476.241,132.21,0.271,72.805
110,0.011,632,18143,5790.592,34.969,0.27,85.288
112,0.011,632,18143,3710.569,17.482,0.27,129.457
114,0.013,632,18143,2869.179,12.237,0.27,132.447
115,0.461,632,18143,388.13,25.467,0.27,125.666
232,0.015,632,18143,4508.487,66.195,0.27,29.923
240,0.036,632,18143,3477.129,61.312,0.27,32.592
251,0.027,632,18143,2767.658,65.323,0.27,73.454
252,0.316,632,18143,401.405,184.347,0.271,113.473
253,0.048,632,18143,1353.405,278.917,0.273,95.642
254,0.013,632,18143,1719.021,127.761,0.271,82.67
255,0.012,632,18143,2869.793,68.096,0.271,118.581
256,0.018,632,18143,3069.008,95.521,0.27,127.44
466,0.018,632,18143,4476.241,132.21,0.271,72.805
115,0.444,633,258,1385.195,57.752,0.27,125.666
249,0.095,633,258,1815.264,48.929,0.27,35.305
251,0.15,633,258,2494.074,13.394,0.27,73.454
252,0.273,633,258,1393.276,65.17,0.271,113.473
254,0.038,633,258,2262.159,79.495,0.27,82.67
115,0.332,633,3543,1385.195,57.752,0.27,125.666
240,0.116,633,3543,2477.521,21.52,0.27,32.592
241,0.034,633,3543,2292.88,62.417,0.27,32.857
242,0.015,633,3543,2398.12,43.738,0.27,31.337
249,0.071,633,3543,1815.264,48.929,0.27,35.305
251,0.112,633,3543,2494.074,13.394,0.27,73.454
252,0.205,633,3543,1393.276,65.17,0.271,113.473
253,0.086,633,3543,2164.813,78.716,0.271,95.642
254,0.029,633,3543,2262.159,79.495,0.27,82.67
110,0.018,633,18143,6311.698,23.867,0.27,85.288
111,0.018,633,18143,4987.483,20.874,0.27,111.879
112,0.021,633,18143,4466.747,29.029,0.27,129.457
114,0.02,633,18143,3762.638,42.679,0.27,132.447
115,0.215,633,18143,1385.195,57.752,0.27,125.666
232,0.039,633,18143,4478.509,40.777,0.27,29.923
235,0.018,633,18143,4983.007,32.792,0.271,17.092
237,0.014,633,18143,6046.801,44.754,0.279,19.358
239,0.024,633,18143,5490.016,35.937,0.271,19.85
240,0.141,633,18143,2477.521,21.52,0.27,32.592
241,0.022,633,18143,2292.88,62.417,0.27,32.857
244,0.035,633,18143,5485.669,37.264,0.27,39.205
249,0.046,633,18143,1815.264,48.929,0.27,35.305
251,0.073,633,18143,2494.074,13.394,0.27,73.454
252,0.132,633,18143,1393.276,65.17,0.271,113.473
253,0.056,633,18143,2164.813,78.716,0.271,95.642
254,0.018,633,18143,2262.159,79.495,0.27,82.67
255,0.017,633,18143,3765.753,25.847,0.271,118.581
256,0.026,633,18143,4056.396,50.848,0.27,127.44
257,0.014,633,18143,6314.555,19.767,0.272,101.594
466,0.032,633,18143,5376.823,76.306,0.271,72.805
115,0.134,634,258,2384.719,81.891,0.27,125.666
240,0.377,634,258,1478.442,55.142,0.27,32.592
242,0.039,634,258,1398.137,96.733,0.27,31.337
249,0.234,634,258,846.706,87.902,0.27,35.305
251,0.09,634,258,2604.012,46.618,0.27,73.454
252,0.073,634,258,2391.926,94.828,0.27,113.473
253,0.039,634,258,3036.692,96.356,0.27,95.642
254,0.014,634,258,3046.258,101.561,0.27,82.67
115,0.123,634,3543,2384.719,81.891,0.27,125.666
240,0.345,634,3543,1478.442,55.142,0.27,32.592
241,0.084,634,3543,1298.648,101.071,0.27,32.857
242,0.035,634,3543,1398.137,96.733,0.27,31.337
249,0.214,634,3543,846.706,87.902,0.27,35.305
251,0.083,634,3543,2604.012,46.618,0.27,73.454
252,0.067,634,3543,2391.926,94.828,0.27,113.473
253,0.036,634,3543,3036.692,96.356,0.27,95.642
254,0.013,634,3543,3046.258,101.561,0.27,82.67
111,0.014,634,18143,5695.916,50.57,0.27,111.879
112,0.015,634,18143,5304.275,54.968,0.27,129.457
114,0.013,634,18143,4699.224,63.662,0.27,132.447
115,0.096,634,18143,2384.719,81.891,0.27,125.666
232,0.038,634,18143,4660.113,51.251,0.27,29.923
235,0.02,634,18143,4726.938,56.446,0.271,17.092
237,0.015,634,18143,5555.693,66.015,0.278,19.358
239,0.03,634,18143,4710.01,42.602,0.271,19.85
240,0.268,634,18143,1478.442,55.142,0.27,32.592
241,0.065,634,18143,1298.648,101.071,0.27,32.857
242,0.027,634,18143,1398.137,96.733,0.27,31.337
244,0.05,634,18143,4549.12,33.469,0.27,39.205
245,0.011,634,18143,4716.516,25.518,0.272,26.962
249,0.166,634,18143,846.706,87.902,0.27,35.305
251,0.064,634,18143,2604.012,46.618,0.27,73.454
252,0.052,634,18143,2391.926,94.828,0.27,113.473
253,0.028,634,18143,3036.692,96.356,0.27,95.642
255,0.011,634,18143,4703.837,57.61,0.27,118.581
256,0.017,634,18143,5048.467,83.87,0.27,127.44
115,0.015,635,258,3384.525,46.26,0.27,125.666
240,0.263,635,258,483.187,18.455,0.27,32.592
241,0.254,635,258,322.927,74.978,0.271,32.857
242,0.08,635,258,398.24,74.009,0.271,31.337
249,0.374,635,258,353.08,76.808,0.27,35.305
251,0.014,635,258,3056.363,10.997,0.27,73.454
115,0.015,635,3543,3384.525,46.26,0.27,125.666
240,0.26,635,3543,483.187,18.455,0.27,32.592
241,0.251,635,3543,322.927,74.978,0.271,32.857
242,0.079,635,3543,398.24,74.009,0.271,31.337
244,0.012,635,3543,3646.131,24.928,0.27,39.205
249,0.37,635,3543,353.08,76.808,0.27,35.305
251,0.014,635,3543,3056.363,10.997,0.27,73.454
115,0.015,635,18143,3384.525,46.26,0.27,125.666
240,0.257,635,18143,483.187,18.455,0.27,32.592
241,0.249,635,18143,322.927,74.978,0.271,32.857
242,0.079,635,18143,398.24,74.009,0.271,31.337
244,0.021,635,18143,3646.131,24.928,0.27,39.205
249,0.366,635,18143,353.08,76.808,0.27,35.305
251,0.013,635,18143,3056.363,10.997,0.27,73.454
240,0.854,636,258,224.214,73.927,0.27,32.592
241,0.046,636,258,615.217,131.002,0.271,32.857
242,0.037,636,258,521.435,94.443,0.27,31.337
244,0.026,636,258,2727.868,39.138,0.27,39.205
249,0.037,636,258,788.909,89.135,0.271,35.305
240,0.854,636,3543,224.214,73.927,0.27,32.592
241,0.046,636,3543,615.217,131.002,0.271,32.857
242,0.037,636,3543,521.435,94.443,0.27,31.337
244,0.026,636,3543,2727.868,39.138,0.27,39.205
249,0.037,636,3543,788.909,89.135,0.271,35.305
240,0.854,636,18143,224.214,73.927,0.27,32.592
241,0.046,636,18143,615.217,131.002,0.271,32.857
242,0.037,636,18143,521.435,94.443,0.27,31.337
244,0.026,636,18143,2727.868,39.138,0.27,39.205
249,0.037,636,18143,788.909,89.135,0.271,35.305
240,0.822,637,258,574.357,78.284,0.27,32.592
242,0.011,637,258,1518.601,116.709,0.27,31.337
244,0.116,637,258,1800.688,61.905,0.27,39.205
246,0.014,637,258,1832.321,58.776,0.27,85.909
247,0.015,637,258,2024.232,66.86,0.27,91.158
249,0.022,637,258,1756.805,130.579,0.27,35.305
239,0.022,637,3543,3211.845,74.106,0.272,19.85
240,0.781,637,3543,574.357,78.284,0.27,32.592
241,0.017,637,3543,1614.885,133.646,0.27,32.857
242,0.01,637,3543,1518.601,116.709,0.27,31.337
244,0.11,637,3543,1800.688,61.905,0.27,39.205
245,0.011,637,3543,2982.146,59.572,0.271,26.962
246,0.014,637,3543,1832.321,58.776,0.27,85.909
247,0.015,637,3543,2024.232,66.86,0.27,91.158
249,0.021,637,3543,1756.805,130.579,0.27,35.305
95,0.018,637,18143,5833.319,30.185,0.27,107.649
96,0.011,637,18143,5627.305,21.127,0.27,60.397
115,0.011,637,18143,5384.352,21.799,0.27,125.666
232,0.011,637,18143,6217.12,61.183,0.27,29.923
239,0.02,637,18143,3211.845,74.106,0.272,19.85
240,0.739,637,18143,574.357,78.284,0.27,32.592
241,0.016,637,18143,1614.885,133.646,0.27,32.857
244,0.104,637,18143,1800.688,61.905,0.27,39.205
245,0.011,637,18143,2982.146,59.572,0.271,26.962
246,0.013,637,18143,1832.321,58.776,0.27,85.909
247,0.014,637,18143,2024.232,66.86,0.27,91.158
249,0.019,637,18143,1756.805,130.579,0.27,35.305
251,0.011,637,18143,4523.528,72.084,0.27,73.454
240,0.505,638,258,854.855,49.432,0.271,32.592
244,0.344,638,258,834.418,33.314,0.27,39.205
246,0.076,638,258,851.174,26.384,0.27,85.909
247,0.063,638,258,1024.253,28.482,0.271,91.158
249,0.012,638,258,2747.79,106.671,0.273,35.305
239,0.019,638,3543,3218.674,23.695,0.272,19.85
240,0.483,638,3543,854.855,49.432,0.271,32.592
244,0.329,638,3543,834.418,33.314,0.27,39.205
245,0.015,638,3543,2826.712,25.137,0.273,26.962
246,0.072,638,3543,851.174,26.384,0.27,85.909
247,0.06,638,3543,1024.253,28.482,0.271,91.158
248,0.011,638,3543,1442.41,32.636,0.272,82.743
249,0.011,638,3543,2747.79,106.671,0.273,35.305
95,0.028,638,18143,4974.949,41.975,0.27,107.649
96,0.02,638,18143,4746.253,47.642,0.27,60.397
239,0.024,638,18143,3218.674,23.695,0.272,19.85
240,0.467,638,18143,854.855,49.432,0.271,32.592
244,0.318,638,18143,834.418,33.314,0.27,39.205
245,0.014,638,18143,2826.712,25.137,0.273,26.962
246,0.07,638,18143,851.174,26.384,0.27,85.909
247,0.058,638,18143,1024.253,28.482,0.271,91.158
96,0.087,639,258,3189.998,60.27,0.27,60.397
97,0.011,639,258,3816.841,65.303,0.27,59.946
99,0.026,639,258,4365.507,74.507,0.27,70.2
244,0.297,639,258,1222.518,37.832,0.27,39.205
245,0.018,639,258,3490.632,36.224,0.272,26.962
246,0.095,639,258,988.797,45.126,0.27,85.909
247,0.295,639,258,574.194,43.465,0.27,91.158
248,0.154,639,258,485.37,45.45,0.27,82.743
392,0.017,639,258,6219.201,50.564,0.27,89.9
95,0.045,639,3543,3492.151,63.118,0.27,107.649
96,0.069,639,3543,3189.998,60.27,0.27,60.397
99,0.02,639,3543,4365.507,74.507,0.27,70.2
239,0.024,639,3543,4055.576,65.199,0.271,19.85
240,0.151,639,3543,2441.43,125.057,0.274,32.592
244,0.234,639,3543,1222.518,37.832,0.27,39.205
245,0.014,639,3543,3490.632,36.224,0.272,26.962
246,0.075,639,3543,988.797,45.126,0.27,85.909
247,0.233,639,3543,574.194,43.465,0.27,91.158
248,0.121,639,3543,485.37,45.45,0.27,82.743
392,0.013,639,3543,6219.201,50.564,0.27,89.9
95,0.061,639,18143,3492.151,63.118,0.27,107.649
96,0.067,639,18143,3189.998,60.27,0.27,60.397
99,0.02,639,18143,4365.507,74.507,0.27,70.2
102,0.013,639,18143,7185.365,66.39,0.27,54.919
239,0.024,639,18143,4055.576,65.199,0.271,19.85
240,0.147,639,18143,2441.43,125.057,0.274,32.592
244,0.227,639,18143,1222.518,37.832,0.27,39.205
245,0.014,639,18143,3490.632,36.224,0.272,26.962
246,0.073,639,18143,988.797,45.126,0.27,85.909
247,0.226,639,18143,574.194,43.465,0.27,91.158
248,0.117,639,18143,485.37,45.45,0.27,82.743
392,0.013,639,18143,6219.201,50.564,0.27,89.9
95,0.234,640,258,2986.239,20.877,0.271,107.649
96,0.363,640,258,2500.148,21.76,0.27,60.397
97,0.048,640,258,2843.994,28.714,0.271,59.946
99,0.101,640,258,3365.618,44.551,0.271,70.2
101,0.023,640,258,5454.589,38.241,0.27,68.857
247,0.133,640,258,1574.194,9.371,0.27,91.158
248,0.046,640,258,1481.419,22.322,0.27,82.743
392,0.04,640,258,6547.669,12.99,0.27,89.9
474,0.012,640,258,6932.081,69.96,0.27,87.951
95,0.137,640,3543,2986.239,20.877,0.271,107.649
96,0.213,640,3543,2500.148,21.76,0.27,60.397
97,0.028,640,3543,2843.994,28.714,0.271,59.946
98,0.029,640,3543,3254.053,34.606,0.271,62.52
99,0.059,640,3543,3365.618,44.551,0.271,70.2
101,0.013,640,3543,5454.589,38.241,0.27,68.857
240,0.139,640,3543,3378.831,38.486,0.284,32.592
244,0.195,640,3543,2210.156,14.821,0.27,39.205
245,0.019,640,3543,4157.117,27.896,0.271,26.962
246,0.038,640,3543,1988.658,10.07,0.27,85.909
247,0.078,640,3543,1574.194,9.371,0.27,91.158
248,0.027,640,3543,1481.419,22.322,0.27,82.743
392,0.023,640,3543,6547.669,12.99,0.27,89.9
95,0.113,640,18143,2986.239,20.877,0.271,107.649
96,0.175,640,18143,2500.148,21.76,0.27,60.397
97,0.023,640,18143,2843.994,28.714,0.271,59.946
98,0.024,640,18143,3254.053,34.606,0.271,62.52
99,0.049,640,18143,3365.618,44.551,0.271,70.2
100,0.016,640,18143,4828.231,45.945,0.27,80.11
101,0.011,640,18143,5454.589,38.241,0.27,68.857
102,0.027,640,18143,6234.85,36.243,0.27,54.919
220,0.019,640,18143,7105.337,23.378,0.272,93.978
237,0.011,640,18143,6785.381,61.407,0.279,19.358
239,0.029,640,18143,4742.533,34.958,0.272,19.85
240,0.139,640,18143,3378.831,38.486,0.284,32.592
244,0.16,640,18143,2210.156,14.821,0.27,39.205
245,0.016,640,18143,4157.117,27.896,0.271,26.962
246,0.031,640,18143,1988.658,10.07,0.27,85.909
247,0.064,640,18143,1574.194,9.371,0.27,91.158
248,0.022,640,18143,1481.419,22.322,0.27,82.743
321,0.026,640,18143,7282.59,11.279,0.277,99.266
322,0.026,640,18143,7313.67,27.041,0.28,89.571
392,0.019,640,18143,6547.669,12.99,0.27,89.9
95,0.212,641,258,2764.078,60.254,0.27,107.649
96,0.509,641,258,1879.143,61.933,0.27,60.397
97,0.086,641,258,1899.56,70.723,0.27,59.946
99,0.152,641,258,2365.823,50.059,0.271,70.2
101,0.027,641,258,4512.068,43.168,0.27,68.857
248,0.014,641,258,2480.65,52.534,0.27,82.743
95,0.142,641,3543,2764.078,60.254,0.27,107.649
96,0.343,641,3543,1879.143,61.933,0.27,60.397
97,0.058,641,3543,1899.56,70.723,0.27,59.946
98,0.056,641,3543,2279.984,59.916,0.271,62.52
99,0.102,641,3543,2365.823,50.059,0.271,70.2
100,0.029,641,3543,3848.802,41.661,0.27,80.11
101,0.018,641,3543,4512.068,43.168,0.27,68.857
240,0.086,641,3543,4333.094,67.462,0.277,32.592
244,0.105,641,3543,3205.468,42.629,0.27,39.205
245,0.013,641,3543,4937.482,45.196,0.271,26.962
246,0.017,641,3543,2988.612,58.495,0.27,85.909
247,0.03,641,3543,2574.194,57.073,0.27,91.158
95,0.116,641,18143,2764.078,60.254,0.27,107.649
96,0.28,641,18143,1879.143,61.933,0.27,60.397
97,0.047,641,18143,1899.56,70.723,0.27,59.946
98,0.046,641,18143,2279.984,59.916,0.271,62.52
99,0.083,641,18143,2365.823,50.059,0.271,70.2
100,0.024,641,18143,3848.802,41.661,0.27,80.11
101,0.015,641,18143,4512.068,43.168,0.27,68.857
102,0.033,641,18143,5302.57,47.572,0.27,54.919
220,0.021,641,18143,6566.002,49.135,0.271,93.978
221,0.01,641,18143,5833.367,56.121,0.272,103.763
239,0.021,641,18143,5525.897,31.718,0.274,19.85
240,0.088,641,18143,4333.094,67.462,0.277,32.592
244,0.086,641,18143,3205.468,42.629,0.27,39.205
245,0.011,641,18143,4937.482,45.196,0.271,26.962
246,0.014,641,18143,2988.612,58.495,0.27,85.909
247,0.025,641,18143,2574.194,57.073,0.27,91.158
321,0.031,641,18143,6418.598,36.469,0.273,99.266
322,0.032,641,18143,6392.68,70.409,0.279,89.571
392,0.017,641,18143,7004.677,48.593,0.27,89.9
95,0.117,642,258,2891.821,19.11,0.271,107.649
96,0.463,642,258,1057.091,16.592,0.273,60.397
97,0.15,642,258,1062.241,18.188,0.273,59.946
99,0.204,642,258,1366.327,14.651,0.275,70.2
100,0.041,642,258,2883.529,13.429,0.271,80.11
101,0.024,642,258,3600.69,15.05,0.27,68.857
95,0.099,642,3543,2891.821,19.11,0.271,107.649
96,0.389,642,3543,1057.091,16.592,0.273,60.397
97,0.126,642,3543,1062.241,18.188,0.273,59.946
98,0.119,642,3543,1344.241,14.888,0.277,62.52
99,0.172,642,3543,1366.327,14.651,0.275,70.2
100,0.035,642,3543,2883.529,13.429,0.271,80.11
101,0.02,642,3543,3600.69,15.05,0.27,68.857
244,0.029,642,3543,4203.007,27.736,0.27,39.205
247,0.012,642,3543,3574.194,10.759,0.27,91.158
15,0.022,642,18143,6780.347,55.623,0.275,83.884
95,0.079,642,18143,2891.821,19.11,0.271,107.649
96,0.311,642,18143,1057.091,16.592,0.273,60.397
97,0.101,642,18143,1062.241,18.188,0.273,59.946
98,0.095,642,18143,1344.241,14.888,0.277,62.52
99,0.137,642,18143,1366.327,14.651,0.275,70.2
100,0.028,642,18143,2883.529,13.429,0.271,80.11
101,0.016,642,18143,3600.69,15.05,0.27,68.857
102,0.032,642,18143,4400.128,17.455,0.272,54.919
104,0.011,642,18143,6691.42,11.098,0.272,57.86
220,0.016,642,18143,6143.204,10.345,0.275,93.978
239,0.012,642,18143,6370.2,48.309,0.271,19.85
240,0.044,642,18143,5303.506,12.794,0.286,32.592
244,0.039,642,18143,4203.007,27.736,0.27,39.205
321,0.027,642,18143,5593.992,94.129,0.272,99.266
322,0.03,642,18143,5399.789,123.069,0.275,89.571
96,0.134,643,258,818.978,37.411,0.271,60.397
97,0.123,643,258,661.533,76.631,0.275,59.946
98,0.351,643,258,367.334,69.087,0.274,62.52
99,0.357,643,258,369.571,72.078,0.274,70.2
100,0.024,643,258,1953.509,79.627,0.272,80.11
101,0.012,643,258,2751.578,55.059,0.271,68.857
95,0.012,643,3543,3329.434,36.689,0.271,107.649
96,0.132,643,3543,818.978,37.411,0.271,60.397
97,0.122,643,3543,661.533,76.631,0.275,59.946
98,0.347,643,3543,367.334,69.087,0.274,62.52
99,0.352,643,3543,369.571,72.078,0.274,70.2
100,0.024,643,3543,1953.509,79.627,0.272,80.11
101,0.011,643,3543,2751.578,55.059,0.271,68.857
15,0.011,643,18143,5884.88,80.568,0.272,83.884
95,0.028,643,18143,3329.434,36.689,0.271,107.649
96,0.12,643,18143,818.978,37.411,0.271,60.397
97,0.111,643,18143,661.533,76.631,0.275,59.946
98,0.316,643,18143,367.334,69.087,0.274,62.52
99,0.321,643,18143,369.571,72.078,0.274,70.2
100,0.021,643,18143,1953.509,79.627,0.272,80.11
102,0.017,643,18143,3550.354,79.73,0.271,54.919
240,0.013,643,18143,6282.773,31.642,0.279,32.592
244,0.011,643,18143,5201.491,20.716,0.27,39.205
321,0.014,643,18143,4831.689,15.748,0.286,99.266
322,0.017,643,18143,4410.111,33.345,0.286,89.571
97,0.033,644,258,1036.259,22.762,0.273,59.946
98,0.109,644,258,645.011,46.901,0.277,62.52
99,0.779,644,258,316.763,22.962,0.273,70.2
100,0.043,644,258,1147.892,23.033,0.274,80.11
321,0.015,644,258,4167.997,63.929,0.27,99.266
322,0.022,644,258,3426.433,67.511,0.27,89.571
96,0.046,644,3543,1491.311,41.619,0.274,60.397
97,0.03,644,3543,1036.259,22.762,0.273,59.946
98,0.101,644,3543,645.011,46.901,0.277,62.52
99,0.723,644,3543,316.763,22.962,0.273,70.2
100,0.04,644,3543,1147.892,23.033,0.274,80.11
101,0.015,644,3543,2043.867,16.401,0.278,68.857
102,0.012,644,3543,2801.588,18.641,0.283,54.919
321,0.014,644,3543,4167.997,63.929,0.27,99.266
322,0.02,644,3543,3426.433,67.511,0.27,89.571
15,0.012,644,18143,5028.967,9.861,0.27,83.884
95,0.018,644,18143,3975.881,31.098,0.271,107.649
96,0.044,644,18143,1491.311,41.619,0.274,60.397
97,0.029,644,18143,1036.259,22.762,0.273,59.946
98,0.097,644,18143,645.011,46.901,0.277,62.52
99,0.696,644,18143,316.763,22.962,0.273,70.2
100,0.038,644,18143,1147.892,23.033,0.274,80.11
101,0.014,644,18143,2043.867,16.401,0.278,68.857
102,0.019,644,18143,2801.588,18.641,0.283,54.919
321,0.013,644,18143,4167.997,63.929,0.27,99.266
322,0.02,644,18143,3426.433,67.511,0.27,89.571
97,0.029,645,258,1926.146,13.877,0.272,59.946
98,0.055,645,258,1627.603,16.908,0.273,62.52
99,0.484,645,258,760.223,18.747,0.27,70.2
100,0.188,645,258,905.05,26.278,0.272,80.11
101,0.066,645,258,1668.414,31.561,0.271,68.857
321,0.048,645,258,3659.868,9.447,0.27,99.266
322,0.091,645,258,2455.973,21.765,0.27,89.571
323,0.039,645,258,2283.311,29.944,0.27,85.483
96,0.04,645,3543,2403.6,16.943,0.275,60.397
97,0.026,645,3543,1926.146,13.877,0.272,59.946
98,0.05,645,3543,1627.603,16.908,0.273,62.52
99,0.443,645,3543,760.223,18.747,0.27,70.2
100,0.172,645,3543,905.05,26.278,0.272,80.11
101,0.06,645,3543,1668.414,31.561,0.271,68.857
102,0.045,645,3543,2256.719,40.841,0.271,54.919
321,0.044,645,3543,3659.868,9.447,0.27,99.266
322,0.083,645,3543,2455.973,21.765,0.27,89.571
323,0.035,645,3543,2283.311,29.944,0.27,85.483
13,0.012,645,18143,6512.986,34,0.27,104.752
15,0.036,645,18143,4236.651,42.121,0.27,83.884
16,0.019,645,18143,5007.768,54.594,0.27,85.869
95,0.028,645,18143,4746.557,19.013,0.271,107.649
96,0.052,645,18143,2403.6,16.943,0.275,60.397
97,0.022,645,18143,1926.146,13.877,0.272,59.946
98,0.042,645,18143,1627.603,16.908,0.273,62.52
99,0.372,645,18143,760.223,18.747,0.27,70.2
100,0.145,645,18143,905.05,26.278,0.272,80.11
101,0.051,645,18143,1668.414,31.561,0.271,68.857
102,0.06,645,18143,2256.719,40.841,0.271,54.919
104,0.014,645,18143,5030.219,49.857,0.271,57.86
220,0.011,645,18143,5798.162,41.783,0.27,93.978
321,0.037,645,18143,3659.868,9.447,0.27,99.266
322,0.07,645,18143,2455.973,21.765,0.27,89.571
323,0.03,645,18143,2283.311,29.944,0.27,85.483
256,0.081,646,258,3810.403,75.363,0.27,127.44
263,0.18,646,258,2627.095,76.732,0.27,81.653
286,0.012,646,258,4442.398,101.075,0.27,71.269
455,0.038,646,258,3931.522,96.735,0.27,69.749
462,0.039,646,258,1980.316,68.476,0.27,64.256
463,0.385,646,258,1364.683,72.672,0.27,67.229
466,0.266,646,258,2776.606,76.857,0.27,72.805
256,0.043,646,3543,3810.403,75.363,0.27,127.44
262,0.016,646,3543,3751.902,54.16,0.27,93.412
263,0.095,646,3543,2627.095,76.732,0.27,81.653
375,0.06,646,3543,3402.199,45.194,0.27,95.136
376,0.046,646,3543,2796.683,45.992,0.27,87.302
377,0.014,646,3543,2705.697,46.001,0.27,81.16
378,0.026,646,3543,2518.903,45.966,0.27,77.918
379,0.045,646,3543,2325.753,41.294,0.27,72.491
380,0.124,646,3543,2332.537,62.705,0.271,70.534
455,0.02,646,3543,3931.522,96.735,0.27,69.749
456,0.026,646,3543,3774.262,97.96,0.27,71.618
461,0.063,646,3543,2049.698,60.698,0.27,66.948
462,0.02,646,3543,1980.316,68.476,0.27,64.256
463,0.203,646,3543,1364.683,72.672,0.27,67.229
464,0.035,646,3543,2514.137,46.787,0.27,79.308
465,0.022,646,3543,2313.745,51.143,0.27,75.263
466,0.14,646,3543,2776.606,76.857,0.27,72.805
114,0.013,646,18143,5167.199,64.369,0.27,132.447
115,0.038,646,18143,5174.428,85.285,0.271,125.666
255,0.015,646,18143,4417.572,62.063,0.27,118.581
256,0.031,646,18143,3810.403,75.363,0.27,127.44
262,0.058,646,18143,3751.902,54.16,0.27,93.412
263,0.069,646,18143,2627.095,76.732,0.27,81.653
285,0.042,646,18143,4622.228,74.808,0.27,83.426
371,0.022,646,18143,5521.307,56.287,0.27,95.016
373,0.018,646,18143,4348.069,53.386,0.27,106.877
374,0.01,646,18143,4162.788,47.906,0.27,99.155
375,0.045,646,18143,3402.199,45.194,0.27,95.136
376,0.033,646,18143,2796.683,45.992,0.27,87.302
378,0.019,646,18143,2518.903,45.966,0.27,77.918
379,0.033,646,18143,2325.753,41.294,0.27,72.491
380,0.09,646,18143,2332.537,62.705,0.271,70.534
451,0.027,646,18143,4347.726,79.69,0.27,74.361
455,0.015,646,18143,3931.522,96.735,0.27,69.749
456,0.019,646,18143,3774.262,97.96,0.27,71.618
459,0.018,646,18143,5310.705,48.758,0.27,86.136
460,0.015,646,18143,5316.879,96.466,0.274,100.403
461,0.046,646,18143,2049.698,60.698,0.27,66.948
462,0.015,646,18143,1980.316,68.476,0.27,64.256
463,0.148,646,18143,1364.683,72.672,0.27,67.229
464,0.026,646,18143,2514.137,46.787,0.27,79.308
465,0.016,646,18143,2313.745,51.143,0.27,75.263
466,0.102,646,18143,2776.606,76.857,0.27,72.805
467,0.017,646,18143,5521.187,20.51,0.271,100.475
256,0.12,647,258,2875.226,36.185,0.27,127.44
263,0.142,647,258,2986.757,51.183,0.27,81.653
463,0.28,647,258,1616.069,104.225,0.27,67.229
465,0.042,647,258,2223.372,98.301,0.27,75.263
466,0.417,647,258,1836.189,123.357,0.27,72.805
