"SegNum","stream_elev_m","stream_dtb_m","stream_width_m","WellNum","well_elev_m","well_screenTopDepth_m","well_screenBotDepth_m","well_wte_m","well_dtb_m","dist_wellToStream_m","mu_well_m","mf_well_m","mu_stream_m","mf_stream_m","Tr_well_m2d","Tr_stream_m2d","Tr_bulk_m2d","S_well","S_stream","S_bulk","lmda_m2d"
347,258.03,4.791,10.046,763,505.577,242.868,277.168,262.709,11.543,6008.624,0,34.3,4.791,24.831,9.371,1869.384,12.759,0.27,0.283,0.27,81.533
348,280.151,5.054,9.973,763,444.319,186.38,220.68,257.939,12.006,5622.18,0,56.512,5.054,51.458,15.44,1979.085,15.724,0.27,0.277,0.27,76.717
401,175.03,6.77,11.818,763,267.193,19.58,53.88,247.613,6.762,6671.862,0,72.583,6.77,31.513,19.831,2640.592,22.807,0.27,0.284,0.27,67.874
402,179.835,6.921,11.629,763,332.9,59.95,94.25,272.95,5.337,6360.355,0,93.115,6.921,51.894,25.441,2705.053,25.963,0.27,0.279,0.27,65.33
403,183.31,6.942,11.337,763,404.407,126.405,160.705,278.002,5.584,5712.325,0,94.692,6.942,53.449,25.872,2713.786,26.387,0.27,0.279,0.27,63.491
404,194.939,6.491,11.268,763,533.343,252.512,286.812,280.831,5.152,5114.791,0,85.892,6.491,45.102,23.468,2535.858,23.468,0.27,0.28,0.27,67.501
405,204.14,5.88,11.118,763,772.842,483.66,517.96,289.182,5.964,5220.409,0,85.042,5.88,44.862,23.235,2298.543,23.235,0.27,0.279,0.27,73.513
406,210.047,5.946,10.969,763,831.248,544.83,579.13,286.418,6.292,6430.583,0,76.371,5.946,36.125,20.866,2321.63,21.784,0.27,0.281,0.27,71.726
412,239.311,6.114,10.508,763,433.27,164.624,198.924,268.646,3.806,6592.895,0,34.3,6.114,0,9.371,2377.084,9.635,0.27,0.35,0.27,66.823
413,251.713,6.874,10.39,763,717.284,450.91,485.21,266.373,5.285,5750.643,0,34.3,6.874,12.766,9.371,2675.968,10.185,0.27,0.298,0.27,58.767
414,266.46,7.899,10.152,763,821.182,560.375,594.675,260.806,4.542,5004.036,0,39.954,7.899,32.054,10.916,3079.973,12.012,0.27,0.286,0.27,49.968
415,277.009,7.518,10.049,763,581.534,322.082,356.382,259.451,4.784,4870.92,0,51.858,7.518,44.339,14.169,2935.247,14.494,0.27,0.282,0.27,51.966
416,283.47,8.435,9.968,763,638.182,378.898,413.198,259.284,8.76,4991.249,0,58.486,8.435,50.051,15.98,3293.32,15.98,0.27,0.282,0.27,45.946
431,258.758,6.304,10.039,763,714.349,451.169,485.469,263.18,9.108,6857.356,0,34.3,6.304,23.574,9.371,2457.577,11.575,0.27,0.287,0.27,61.91
481,219.717,5.777,9.812,763,380.259,105.424,139.724,274.835,6.214,6391.189,0,55.118,5.777,15.041,15.059,2250.228,15.087,0.27,0.292,0.27,66.037
104,258.329,7.485,11.138,764,176.318,147.68,181.98,28.639,14.464,5935.858,0,263.99,7.485,256.505,72.128,2980.091,85.178,0.27,0.272,0.27,57.86
105,263.963,7.488,11.022,764,97.154,69.485,103.785,27.669,13.806,5261.115,0,270.594,7.488,263.106,73.932,2983.322,88.275,0.27,0.272,0.27,57.228
106,275.405,7.04,10.772,764,167.463,125.623,159.923,41.84,11.295,2733.286,0,267.865,7.04,260.825,73.186,2808.312,83.435,0.27,0.272,0.27,59.495
222,275.178,7.254,9.881,764,98.314,41.422,75.722,56.893,10.995,5261.115,0,252.585,7.254,245.331,69.012,2887.34,79.629,0.27,0.272,0.27,52.96
329,289.039,6.816,10.563,764,288.905,165.177,199.477,123.728,7.238,1885.341,0,199.611,6.816,192.795,54.538,2702.786,58.87,0.27,0.273,0.27,60.254
330,295.275,6.047,10.304,764,203.874,93.355,127.655,110.519,9.408,656.291,0,219.055,6.047,213.008,59.85,2409.344,62.928,0.27,0.272,0.27,66.246
331,304.727,5.841,10.191,764,162.229,71.757,106.057,90.472,13.295,651.7,0,248.555,5.841,242.714,67.91,2337.395,67.91,0.27,0.272,0.27,67.834
332,311.783,5.919,10.08,764,63.844,0.956,35.256,62.887,14.847,741.774,13.89,269.305,5.919,277.276,5474.139,2377.123,87.998,0.274,0.272,0.27,66.211
333,320.799,5.758,10.007,764,60.53,0,34.3,63.946,10.958,1273.885,10.958,283.61,5.758,288.811,4338.116,2317.714,109.633,0.273,0.272,0.271,67.566
346,241.407,5.024,10.276,764,323.164,144.408,178.708,178.755,6.503,6337.058,0,96.952,5.024,91.928,26.489,1978.517,34.758,0.27,0.274,0.27,79.524
347,258.03,4.791,10.046,764,266.913,88.285,122.585,178.628,5.093,5745.985,0,113.702,4.791,108.911,31.066,1892.356,35.806,0.27,0.273,0.27,81.533
348,280.151,5.054,9.973,764,429.716,253.304,287.604,176.412,4.765,5508.556,0,138.039,5.054,132.985,37.715,2001.36,38.133,0.27,0.273,0.27,76.717
400,170.896,7.435,12.06,764,494.833,314.272,348.572,180.56,3.351,6712.76,0,34.3,7.435,17.2,9.371,2895.549,25.909,0.27,0.294,0.271,63.062
401,175.03,6.77,11.818,764,553.44,367.778,402.078,185.661,3.676,6168.884,0,34.3,6.77,16.9,9.371,2636.599,25.464,0.27,0.293,0.271,67.874
402,179.835,6.921,11.629,764,537.72,348.368,382.668,189.352,3.703,5921.69,0,34.3,6.921,17.862,9.371,2695.755,23.2,0.27,0.292,0.27,65.33
403,183.31,6.942,11.337,764,433.125,226.241,260.541,206.884,4.769,5417.342,0,34.3,6.942,3.784,9.371,2700.216,20.793,0.27,0.322,0.27,63.491
404,194.939,6.491,11.268,764,560.226,353.249,387.549,206.977,4.74,5064.814,0,34.3,6.491,15.772,9.371,2527.845,20.675,0.27,0.293,0.27,67.501
405,204.14,5.88,11.118,764,445.091,242.245,276.545,202.846,5.917,5300.441,0,35.594,5.88,29.713,9.725,2294.404,22.19,0.27,0.283,0.27,73.513
406,210.047,5.946,10.969,764,278.631,84.388,118.688,194.242,6.509,6559.283,0,50.105,5.946,44.159,13.69,2323.825,25.568,0.27,0.279,0.271,71.726
412,239.311,6.114,10.508,764,481.299,294.266,328.566,187.033,5.317,7178.857,0,86.578,6.114,80.464,23.655,2399.069,29.077,0.27,0.276,0.27,66.823
413,251.713,6.874,10.39,764,364.503,180.173,214.473,184.33,4.482,6543,0,101.682,6.874,94.809,27.782,2698.384,32.319,0.27,0.275,0.27,58.767
414,266.46,7.899,10.152,764,383.267,242.805,277.105,140.462,6.811,5860.205,0,160.298,7.899,152.398,43.797,3112.854,46.295,0.27,0.274,0.27,49.968
415,277.009,7.518,10.049,764,307.003,190.597,224.897,116.406,8.286,5753.655,0,194.903,7.518,187.384,53.251,2974.33,54.275,0.27,0.273,0.27,51.966
416,283.47,8.435,9.968,764,90.894,5.161,39.461,85.734,10.494,5925.422,5.334,226.702,8.435,223.601,2135.734,3340.737,63.397,0.272,0.273,0.27,45.946
427,181.65,6.158,10.627,764,297.05,132.219,166.519,164.831,4.316,7021.816,0,51.119,6.158,44.961,13.967,2406.329,31.248,0.27,0.28,0.27,67.104
428,196.34,7.044,10.44,764,317.391,144.043,178.343,173.347,4.174,6917.679,0,57.293,7.044,50.25,15.654,2752.288,30.338,0.27,0.28,0.27,57.626
429,213.137,5.763,10.306,764,423.951,242.194,276.494,181.757,3.799,6935.041,0,65.679,5.763,59.916,17.945,2256.912,31.415,0.27,0.277,0.27,69.534
430,230.984,5.806,10.118,764,545.764,356.313,390.613,189.451,3.614,6818.677,0,75.833,5.806,70.027,20.719,2276.688,28.758,0.27,0.276,0.27,67.749
431,258.758,6.304,10.039,764,457.41,262.249,296.549,195.161,4.11,5861.2,0,97.897,6.304,91.593,26.748,2476.162,29.9,0.27,0.275,0.27,61.91
481,219.717,5.777,9.812,764,409.035,264.478,298.778,144.557,5.197,6559.283,0,109.46,5.777,103.683,29.907,2274.447,43.98,0.27,0.274,0.271,66.037
104,258.329,7.485,11.138,765,160.236,0,34.3,178.944,11.832,6870.602,11.832,120.561,7.485,124.908,4633.118,2944.136,49.074,0.277,0.275,0.27,57.86
105,263.963,7.488,11.022,765,260.726,71.48,105.78,189.246,6.512,6138.222,0,109.017,7.488,101.529,29.786,2939.176,37.037,0.27,0.275,0.27,57.228
106,275.405,7.04,10.772,765,358.077,162.037,196.337,196.04,4.889,3626.368,0,113.665,7.04,106.625,31.056,2766.181,37.937,0.27,0.275,0.27,59.495
222,275.178,7.254,9.881,765,701.03,395.506,429.806,305.524,7.856,6128.676,0,34.3,7.254,0,9.371,2820.31,9.714,0.27,0.35,0.27,52.96
329,289.039,6.816,10.563,765,411.591,130.332,164.632,281.259,5.702,2847.696,0,42.08,6.816,35.264,11.497,2659.745,12.503,0.27,0.283,0.27,60.254
330,295.275,6.047,10.304,765,516.114,237.391,271.691,278.723,5.275,1473.681,0,50.852,6.047,44.805,13.894,2363.387,13.977,0.27,0.28,0.27,66.246
331,304.727,5.841,10.191,765,497.531,224.013,258.313,273.517,4.93,990.164,0,65.51,5.841,59.669,17.899,2287.383,17.899,0.27,0.277,0.27,67.834
332,311.783,5.919,10.08,765,552.802,284.362,318.662,268.44,4.759,284.209,0,77.643,5.919,71.723,21.214,2320.961,26.608,0.27,0.276,0.27,66.211
333,320.799,5.758,10.007,765,897.413,632.263,666.563,265.15,11.218,362.828,0,89.949,5.758,84.191,24.576,2261.808,40.112,0.27,0.275,0.272,67.566
345,224.82,5.226,10.351,765,337.17,61.644,95.944,275.526,5.6,7115.917,0,50.706,5.226,11.18,13.854,2034.851,14.335,0.27,0.295,0.27,77.011
346,241.407,5.024,10.276,765,396.43,131.339,165.639,265.091,4.991,6100.405,0,34.3,5.024,5.592,9.371,1954.928,11.298,0.27,0.308,0.27,79.524
347,258.03,4.791,10.046,765,962.914,700.277,734.577,262.637,12.913,5650.586,0,34.3,4.791,24.902,9.371,1869.403,12.363,0.27,0.283,0.27,81.533
348,280.151,5.054,9.973,765,864.499,600.651,634.951,263.848,10.691,5551.906,0,50.603,5.054,45.549,13.826,1977.471,14.212,0.27,0.278,0.27,76.717
400,170.896,7.435,12.06,765,108.066,88.225,122.525,19.841,12.198,6285.657,0,185.355,7.435,177.92,50.643,2939.46,73.902,0.27,0.273,0.27,63.062
401,175.03,6.77,11.818,765,214.295,177.4,211.7,36.894,9.592,5796.25,0,172.436,6.77,165.666,47.113,2677.245,67.223,0.27,0.273,0.27,67.874
402,179.835,6.921,11.629,765,265.189,214.548,248.848,50.641,9.095,5622.61,0,163.494,6.921,156.573,44.67,2733.654,62.253,0.27,0.273,0.27,65.33
403,183.31,6.942,11.337,765,71.822,13.384,47.684,58.438,10.624,5297.598,0,159.172,6.942,152.23,43.489,2740.775,63.371,0.27,0.273,0.27,63.491
404,194.939,6.491,11.268,765,87.45,36.319,70.619,51.131,11.547,5155.661,0,178.108,6.491,171.618,48.663,2570.425,63.731,0.27,0.273,0.27,67.501
405,204.14,5.88,11.118,765,133.891,95.108,129.408,38.783,11.915,5562.076,0,199.657,5.88,193.776,54.55,2339.23,67.685,0.27,0.272,0.27,73.513
406,210.047,5.946,10.969,765,103.535,77.478,111.778,26.056,12.144,6833.446,0,218.291,5.946,212.345,59.642,2369.777,71.693,0.27,0.272,0.27,71.726
414,266.46,7.899,10.152,765,210.21,164.948,199.248,45.261,10.616,6756.007,0,255.499,7.899,247.599,69.808,3138.865,72.86,0.27,0.272,0.27,49.968
415,277.009,7.518,10.049,765,157.249,122.408,156.708,34.841,10.705,6669.257,0,276.467,7.518,268.949,75.537,2996.615,75.61,0.27,0.272,0.27,51.966
416,283.47,8.435,9.968,765,160.436,136.435,170.735,24.001,11.256,6863.978,0,293.768,8.435,285.333,80.264,3357.604,81.618,0.27,0.272,0.27,45.946
426,168.2,7.6,10.687,765,81.058,52.945,87.245,28.113,11.4,6920.673,0,174.387,7.6,166.787,47.646,3000.311,69.265,0.27,0.273,0.27,54.673
427,181.65,6.158,10.627,765,95.506,73.713,108.013,21.792,11.661,6260.037,0,194.158,6.158,188,53.048,2445.41,70.798,0.27,0.273,0.27,67.104
428,196.34,7.044,10.44,765,134.883,109.527,143.827,25.356,10.579,6033.037,0,205.284,7.044,198.24,56.088,2792.722,71.106,0.27,0.273,0.27,57.626
429,213.137,5.763,10.306,765,209.08,155.868,190.168,53.211,8.404,5963.235,0,194.225,5.763,188.462,53.066,2292.033,67.794,0.27,0.272,0.27,69.534
430,230.984,5.806,10.118,765,355.596,278.03,312.33,77.566,6.587,5827.658,0,187.718,5.806,181.912,51.289,2307.258,59.337,0.27,0.272,0.27,67.749
431,258.758,6.304,10.039,765,144.249,64.635,98.935,79.613,10.43,4866.622,0,213.445,6.304,207.14,58.318,2507.732,61.089,0.27,0.272,0.27,61.91
481,219.717,5.777,9.812,765,197.521,109.109,143.409,88.412,6.917,6833.446,0,165.605,5.777,159.828,45.247,2289.787,56.648,0.27,0.273,0.27,66.037
105,263.963,7.488,11.022,766,83.214,18.306,52.606,64.908,12.965,7048.136,0,233.356,7.488,225.867,63.758,2973.148,71.901,0.27,0.273,0.27,57.228
106,275.405,7.04,10.772,766,58.298,13.881,48.181,44.417,11.656,4564.015,0,265.288,7.04,258.249,72.482,2807.608,82.122,0.27,0.272,0.27,59.495
222,275.178,7.254,9.881,766,74.082,1.806,36.106,72.276,11.954,7026.555,10.148,227.054,7.254,229.948,4007.566,2883.137,69.557,0.273,0.272,0.27,52.96
329,289.039,6.816,10.563,766,593.558,386.197,420.497,207.362,5.85,3829.391,0,115.977,6.816,109.161,31.687,2679.936,34.3,0.27,0.275,0.27,60.254
330,295.275,6.047,10.304,766,565.267,373.795,408.095,191.471,7.616,2409.521,0,138.104,6.047,132.056,37.733,2387.226,38.755,0.27,0.274,0.27,66.246
331,304.727,5.841,10.191,766,224.804,64.984,99.284,159.82,6.765,1846.787,0,179.207,5.841,173.366,48.963,2318.447,48.998,0.27,0.273,0.27,67.834
332,311.783,5.919,10.08,766,226.134,73.852,108.152,152.282,4.745,800.315,0,193.8,5.919,187.881,52.95,2352.698,52.95,0.27,0.272,0.27,66.211
333,320.799,5.758,10.007,766,478.607,334.058,368.358,144.55,4.637,324.555,0,210.549,5.758,204.791,57.526,2294.759,76.047,0.27,0.272,0.271,67.566
344,187.077,4.654,10.474,766,246.483,79.664,113.964,166.819,5.394,7529.738,0,54.558,4.654,49.904,14.906,1823.138,33.973,0.27,0.277,0.27,87.497
345,224.82,5.226,10.351,766,247.64,72.935,107.235,174.705,5.283,7053.814,0,84.416,5.226,79.19,23.064,2053.433,33.263,0.27,0.275,0.27,77.011
346,241.407,5.024,10.276,766,356.183,164.393,198.693,191.791,4.602,6022.588,0,83.917,5.024,78.892,22.928,1974.955,29.936,0.27,0.275,0.27,79.524
347,258.03,4.791,10.046,766,363.513,148.772,183.072,214.74,3.721,5730.785,0,77.59,4.791,72.799,21.199,1882.49,24.671,0.27,0.275,0.27,81.533
348,280.151,5.054,9.973,766,623.034,402.041,436.341,220.993,3.578,5730.785,0,93.458,5.054,88.404,25.535,1989.18,26.108,0.27,0.274,0.27,76.717
400,170.896,7.435,12.06,766,269.36,82.501,116.801,186.858,4.671,5994.027,0,34.3,7.435,10.902,9.371,2893.828,24.745,0.27,0.302,0.272,63.062
401,175.03,6.77,11.818,766,355.88,153.574,187.874,202.306,3.895,5580.134,0,34.3,6.77,0.255,9.371,2632.051,20.091,0.27,0.347,0.271,67.874
402,179.835,6.921,11.629,766,460.223,242.705,277.005,217.519,4.498,5491.909,0,37.684,6.921,0,10.296,2690.874,16.425,0.27,0.35,0.27,65.33
403,183.31,6.942,11.337,766,287.661,47.241,81.541,240.42,4.31,5355.864,0,57.11,6.942,15.868,15.604,2703.518,18.473,0.27,0.294,0.27,63.491
404,194.939,6.491,11.268,766,478.373,240.126,274.426,238.247,3.739,5364.838,0,43.308,6.491,2.518,11.833,2524.223,15.892,0.27,0.328,0.27,67.501
405,204.14,5.88,11.118,766,433.239,145.788,180.088,287.45,3.79,5981.53,0,83.31,5.88,43.13,22.762,2298.07,22.986,0.27,0.28,0.27,73.513
406,210.047,5.946,10.969,766,283.003,2.842,37.142,280.16,4.41,7236.559,1.567,68.546,5.946,29.867,628.13,2319.92,20.099,0.272,0.283,0.27,71.726
414,266.46,7.899,10.152,766,374.047,169.75,204.05,204.297,4.352,7677.582,0,96.463,7.899,88.564,26.356,3095.413,28.307,0.27,0.277,0.27,49.968
415,277.009,7.518,10.049,766,508.646,308.221,342.521,200.424,6.628,7604.076,0,110.885,7.518,103.366,30.296,2951.375,30.668,0.27,0.275,0.27,51.966
416,283.47,8.435,9.968,766,359.739,166.277,200.577,193.462,7.345,7815.688,0,124.308,8.435,115.873,33.964,3311.304,34.722,0.27,0.275,0.27,45.946
426,168.2,7.6,10.687,766,258.803,70.094,104.394,188.709,4.373,6369.507,0,34.3,7.6,6.191,9.371,2956.433,21.441,0.27,0.314,0.271,54.673
427,181.65,6.158,10.627,766,314.145,106.544,140.844,207.601,3.411,5572.579,0,34.3,6.158,2.192,9.371,2394.643,17.572,0.27,0.329,0.27,67.104
428,196.34,7.044,10.44,766,480.428,257.829,292.129,222.599,3.544,5190.452,0,34.3,7.044,0.998,9.371,2738.831,15.13,0.27,0.34,0.27,57.626
429,213.137,5.763,10.306,766,365.796,127.835,162.135,237.961,3.551,5002.553,0,34.3,5.763,3.713,9.371,2241.556,13.761,0.27,0.319,0.27,69.534
430,230.984,5.806,10.118,766,456.718,211.397,245.697,245.321,3.701,4840.334,0,34.3,5.806,14.156,9.371,2261.423,11.946,0.27,0.293,0.27,67.749
431,258.758,6.304,10.039,766,639.268,339.838,374.138,299.43,3.865,3874.836,0,40.673,6.304,0.068,11.113,2451.155,11.113,0.27,0.349,0.27,61.91
481,219.717,5.777,9.812,766,366.759,149.926,184.226,216.833,4.148,7236.559,0,37.184,5.777,31.407,10.159,2254.7,17.527,0.27,0.282,0.271,66.037
105,263.963,7.488,11.022,767,761.031,479.328,513.628,281.703,5.734,7979.64,0,34.3,7.488,9.072,9.371,2913.915,9.835,0.27,0.306,0.27,57.228
106,275.405,7.04,10.772,767,563.989,287.26,321.56,276.728,6.152,5523.579,0,34.3,7.04,25.937,9.371,2744.136,12.039,0.27,0.287,0.27,59.495
222,275.178,7.254,9.881,767,442.497,179.427,213.727,263.071,4.452,7948.855,0,46.407,7.254,39.153,12.679,2831.008,14.058,0.27,0.283,0.27,52.96
329,289.039,6.816,10.563,767,219.043,120.027,154.327,99.016,9.032,4818.62,0,224.323,6.816,217.507,61.29,2709.538,64.456,0.27,0.272,0.27,60.254
330,295.275,6.047,10.304,767,217.081,122.741,157.041,94.34,9.429,3381.646,0,235.235,6.047,229.188,64.271,2413.764,64.89,0.27,0.272,0.27,66.246
331,304.727,5.841,10.191,767,313.581,229.74,264.04,83.841,9.015,2800.146,0,255.186,5.841,249.345,69.722,2339.206,69.722,0.27,0.272,0.27,67.834
332,311.783,5.919,10.08,767,309.2,237.257,271.557,71.943,9.541,1774.645,0,274.14,5.919,268.221,74.901,2374.649,74.901,0.27,0.272,0.27,66.211
333,320.799,5.758,10.007,767,55.618,0,34.3,56.124,10.129,1294.589,10.129,289.352,5.758,293.723,4017.233,2319.057,96.637,0.273,0.272,0.27,67.566
344,187.077,4.654,10.474,767,157.09,83.431,117.731,73.659,9.243,7501.82,0,147.718,4.654,143.063,40.36,1848.591,59.264,0.27,0.273,0.27,87.497
345,224.82,5.226,10.351,767,224.004,164.785,199.085,59.219,8.755,7126.083,0,199.901,5.226,194.675,54.617,2084.986,64.392,0.27,0.272,0.27,77.011
346,241.407,5.024,10.276,767,70.215,29.437,63.737,40.778,9.295,6109.68,0,234.929,5.024,229.905,64.188,2016.215,70.607,0.27,0.272,0.27,79.524
347,258.03,4.791,10.046,767,42.138,0,34.3,46.063,10.268,5978.4,10.268,239.924,4.791,245.401,4057.862,1929.648,70.956,0.273,0.272,0.27,81.533
348,280.151,5.054,9.973,767,220.012,169.212,203.512,50.8,10.824,5979.521,0,263.651,5.054,258.597,72.035,2035.68,73.403,0.27,0.272,0.27,76.717
400,170.896,7.435,12.06,767,326.333,231.266,265.566,95.066,7.471,5831.466,0,110.129,7.435,102.694,30.09,2918.907,48.548,0.27,0.275,0.27,63.062
401,175.03,6.77,11.818,767,111.451,33.328,67.628,78.123,7.973,5538.887,0,131.207,6.77,124.438,35.849,2665.981,56.065,0.27,0.274,0.27,67.874
402,179.835,6.921,11.629,767,225.819,145.935,180.235,79.884,6.884,5485.192,0,134.251,6.921,127.33,36.68,2725.664,54.367,0.27,0.274,0.27,65.33
403,183.31,6.942,11.337,767,359.42,277.801,312.101,81.619,6.388,5581.06,0,135.991,6.942,129.048,37.155,2734.441,53.217,0.27,0.274,0.27,63.491
404,194.939,6.491,11.268,767,192.699,113.454,147.754,79.245,8.396,5612.346,0,149.994,6.491,143.503,40.981,2562.744,56.905,0.27,0.273,0.27,67.501
405,204.14,5.88,11.118,767,101.136,28.972,63.272,72.163,10.089,6528.454,0,166.277,5.88,160.396,45.43,2330.11,57.577,0.27,0.273,0.27,73.513
406,210.047,5.946,10.969,767,76.78,11.081,45.381,65.699,11.081,7744.812,0.001,178.648,5.946,172.702,49.014,2358.946,59.997,0.27,0.273,0.27,71.726
414,266.46,7.899,10.152,767,219.738,97.847,132.147,121.891,7.656,8616.664,0,178.869,7.899,170.97,48.871,3117.928,50.989,0.27,0.274,0.27,49.968
415,277.009,7.518,10.049,767,335.458,216.505,250.805,118.953,7.81,8553.652,0,192.356,7.518,184.837,52.556,2973.634,52.876,0.27,0.273,0.27,51.966
416,283.47,8.435,9.968,767,141.897,27.601,61.901,114.295,8.101,8778.017,0,203.475,8.435,195.039,55.593,3332.934,56.54,0.27,0.273,0.27,45.946
426,168.2,7.6,10.687,767,98.314,41.422,75.722,56.893,10.995,5936.794,0,145.607,7.6,138.007,39.783,2992.448,59.476,0.27,0.274,0.27,54.673
427,181.65,6.158,10.627,767,110.537,59.297,93.597,51.241,9.225,4975.49,0,164.71,6.158,158.552,45.002,2437.364,61.8,0.27,0.273,0.27,67.104
428,196.34,7.044,10.44,767,198.265,115.116,149.416,83.149,6.171,4414.074,0,147.492,7.044,140.448,40.298,2776.932,52.925,0.27,0.274,0.27,57.626
429,213.137,5.763,10.306,767,374.162,269.797,304.097,104.366,5.185,4060.899,0,143.071,5.763,137.308,39.09,2278.057,51.688,0.27,0.273,0.27,69.534
430,230.984,5.806,10.118,767,356.625,235.519,269.819,121.105,6.055,3859.543,0,144.179,5.806,138.372,39.393,2295.362,45.071,0.27,0.273,0.27,67.749
431,258.758,6.304,10.039,767,271.971,138.49,172.79,133.481,5.707,2888.719,0,159.577,6.304,153.273,43.6,2493.014,44.127,0.27,0.273,0.27,61.91
481,219.717,5.777,9.812,767,153.179,59.467,93.767,93.711,7.78,7748.521,0,160.306,5.777,154.529,43.799,2288.339,52.484,0.27,0.273,0.27,66.037
100,231.858,5.797,11.944,768,341.64,168.973,203.273,172.667,5.438,6708.059,0,93.491,5.797,87.694,25.544,2277.705,35.084,0.27,0.275,0.27,80.11
101,239.638,6.661,11.797,768,335.589,160.145,194.445,175.444,4.908,6593.071,0,98.494,6.661,91.833,26.911,2614.981,34.424,0.27,0.275,0.27,68.857
102,244.395,8.289,11.708,768,278.649,104.822,139.122,173.827,4.476,4980.529,0,104.867,8.289,96.578,28.652,3249.076,35.643,0.27,0.276,0.27,54.919
103,249.775,8.109,11.556,768,468.446,299.033,333.333,169.414,4.266,4986.663,0,114.662,8.109,106.552,31.328,3181.978,37.032,0.27,0.276,0.27,55.405
104,258.329,7.485,11.138,768,559.505,397.458,431.758,162.047,4.44,4923.232,0,130.581,7.485,123.097,35.678,2943.641,38.44,0.27,0.275,0.27,57.86
105,263.963,7.488,11.022,768,453.105,305.296,339.596,147.81,5.569,6410.355,0,150.454,7.488,142.966,41.107,2950.497,42.986,0.27,0.274,0.27,57.228
164,252.44,7.92,10.077,768,298.745,179.174,213.474,119.571,6.904,4750.34,0,167.17,7.92,159.25,45.674,3122.857,50.245,0.27,0.274,0.27,49.467
165,266.734,7.451,10.035,768,168.322,60.258,94.558,108.064,10.925,4022.582,0,192.969,7.451,185.519,52.723,2947.475,52.889,0.27,0.273,0.27,52.364
328,281.595,7.291,9.94,768,373.123,129.678,163.978,243.445,2.799,3687.151,0,72.451,7.291,65.16,19.795,2852.532,19.795,0.27,0.278,0.27,53.008
385,174.162,6.218,11.437,768,523.578,271.004,305.304,252.575,7.984,6533.547,0,78.413,6.218,37.895,21.424,2427.795,22.963,0.27,0.281,0.27,71.515
386,175.804,6.069,11.37,768,574.52,327.408,361.708,247.112,11.054,6533.547,0,71.309,6.069,30.94,19.483,2368.062,21.449,0.27,0.283,0.27,72.838
387,180.197,5.832,11.331,768,482.476,240.509,274.809,241.966,12.547,6563.569,0,61.769,5.832,21.637,16.876,2273.344,19.021,0.27,0.287,0.27,75.543
388,195.016,5.896,11.203,768,413.148,180.928,215.228,232.22,11.375,5515.073,0,37.204,5.896,0,10.165,2292.509,14.534,0.27,0.35,0.27,73.869
389,184.131,5.789,11.221,768,277.268,56.925,91.225,220.344,9.345,6395.759,0,36.213,5.789,0,9.894,2250.859,15.505,0.27,0.35,0.27,75.358
390,219.83,5.518,11.021,768,296.623,80.576,114.876,216.047,8.275,5137.74,0,38.083,5.518,32.565,10.405,2154.337,19.165,0.27,0.282,0.27,77.652
391,247.245,4.745,10.803,768,373.521,151.149,185.449,222.372,10.506,4396.835,0,59.172,4.745,54.428,16.167,1859.636,19.228,0.27,0.276,0.27,88.52
392,287.854,4.45,10.289,768,466.821,241.571,275.871,225.251,13.12,4405.673,0,96.903,4.45,92.454,26.476,1755.327,29.954,0.27,0.274,0.271,89.9
393,312.286,4.781,10.183,768,423.194,196.895,231.195,226.299,12.673,5943.045,0,120.287,4.781,115.506,32.865,1890.387,33.368,0.27,0.273,0.27,82.809
394,316.732,5.091,10.176,768,294.673,70.789,105.089,223.884,10.437,6363.527,0,127.148,5.091,122.057,34.739,2012.686,36.641,0.27,0.273,0.27,77.713
413,251.713,6.874,10.39,768,505.577,242.868,277.168,262.709,11.543,6259.824,0,34.3,6.874,16.43,9.371,2676.97,9.372,0.27,0.294,0.27,58.767
414,266.46,7.899,10.152,768,444.319,186.38,220.68,257.939,12.006,6024.544,0,42.821,7.899,34.922,11.7,3080.757,11.7,0.27,0.285,0.27,49.968
415,277.009,7.518,10.049,768,513.554,265.036,299.336,248.518,9.619,5655.956,0,62.791,7.518,55.273,17.156,2938.234,17.532,0.27,0.28,0.27,51.966
416,283.47,8.435,9.968,768,377.046,137.813,172.113,239.233,5.933,5059.791,0,78.537,8.435,70.101,21.458,3298.798,21.458,0.27,0.279,0.27,45.946
471,195.798,5.686,9.794,768,831.248,544.83,579.13,286.418,6.292,6621.92,0,90.62,5.686,50.634,24.759,2224.434,25.999,0.27,0.278,0.27,66.972
473,264.915,4.326,10.161,768,614.864,335.939,370.239,278.926,5.692,4219.469,0,34.3,4.326,15.964,9.371,1686.128,9.371,0.27,0.287,0.27,91.329
474,279.36,4.409,9.975,768,560.74,285.227,319.527,275.513,4.666,4018.228,0,38.146,4.409,33.737,10.422,1723.594,10.422,0.27,0.279,0.27,87.951
475,275.446,4.221,9.893,768,567.471,295.319,329.619,272.152,3.819,3750.856,0,37.594,4.221,33.373,10.271,1650.137,10.271,0.27,0.279,0.27,91.131
476,163.801,7.474,10.227,768,433.27,164.624,198.924,268.646,3.806,6888.33,0,104.845,7.474,63.071,28.646,2923.316,32.481,0.27,0.278,0.271,53.198
477,177.121,6.71,9.902,768,717.284,450.91,485.21,266.373,5.285,6461.843,0,89.253,6.71,48.242,24.386,2622.084,24.885,0.27,0.28,0.27,57.374
