"SegNum","WellNum","time_days","pump_factor","Qs","frac_depletion","depletion_m3d"
229,431,3543,1,0.1214516,0.024,0.0029148
229,431,18143,1,0.4423844,0.024,0.0106172
229,431,258,1.5,0,0.024,0
229,431,3543,1.5,0.1821773,0.024,0.0043723
229,431,18143,1.5,0.6635767,0.024,0.0159258
230,431,258,0.5,0.0145056,0.187,0.0027125
230,431,3543,0.5,0.2572832,0.187,0.048112
230,431,18143,0.5,0.3443234,0.187,0.0643885
230,431,258,1,0.0290111,0.187,0.0054251
230,431,3543,1,0.5145665,0.187,0.0962239
230,431,18143,1,0.6886467,0.187,0.1287769
230,431,258,1.5,0.0435167,0.187,0.0081376
230,431,3543,1.5,0.7718497,0.187,0.1443359
230,431,18143,1.5,1.0329701,0.187,0.1931654
231,431,258,0.5,0.0390802,0.524,0.020478
231,431,3543,0.5,0.2797975,0.524,0.1466139
231,431,18143,0.5,0.352331,0.524,0.1846215
231,431,258,1,0.0781604,0.524,0.040956
231,431,3543,1,0.559595,0.524,0.2932278
231,431,18143,1,0.7046621,0.524,0.3692429
231,431,258,1.5,0.1172406,0.524,0.061434
231,431,3543,1.5,0.8393926,0.524,0.4398417
231,431,18143,1.5,1.0569931,0.524,0.5538644
232,431,258,0.5,0,0.051,0
232,431,3543,0.5,0.0437055,0.051,0.002229
232,431,18143,0.5,0.2014652,0.051,0.0102747
232,431,258,1,0,0.051,0
232,431,3543,1,0.087411,0.051,0.004458
232,431,18143,1,0.4029303,0.051,0.0205494
232,431,258,1.5,0,0.051,0
232,431,3543,1.5,0.1311166,0.051,0.0066869
232,431,18143,1.5,0.6043955,0.051,0.0308242
233,431,258,0.5,0,0.021,0
233,431,3543,0.5,0.0358336,0.021,0.0007525
233,431,18143,0.5,0.1906437,0.021,0.0040035
233,431,258,1,0,0.021,0
233,431,3543,1,0.0716673,0.021,0.001505
233,431,18143,1,0.3812873,0.021,0.008007
233,431,258,1.5,0,0.021,0
233,431,3543,1.5,0.1075009,0.021,0.0022575
233,431,18143,1.5,0.571931,0.021,0.0120106
235,431,258,0.5,0,0.018,0
235,431,3543,0.5,0.0022545,0.018,4.06e-05
235,431,18143,0.5,0.0936164,0.018,0.0016851
235,431,258,1,0,0.018,0
235,431,3543,1,0.0045089,0.018,8.12e-05
235,431,18143,1,0.1872329,0.018,0.0033702
235,431,258,1.5,0,0.018,0
235,431,3543,1.5,0.0067634,0.018,0.0001217
235,431,18143,1.5,0.2808493,0.018,0.0050553
237,431,258,0.5,0,0.014,0
237,431,3543,0.5,0.0027635,0.014,3.87e-05
237,431,18143,0.5,0.0983962,0.014,0.0013775
237,431,258,1,0,0.014,0
237,431,3543,1,0.005527,0.014,7.74e-05
237,431,18143,1,0.1967924,0.014,0.0027551
237,431,258,1.5,0,0.014,0
237,431,3543,1.5,0.0082905,0.014,0.0001161
237,431,18143,1.5,0.2951886,0.014,0.0041326
84,432,258,0.5,0,0.039,0
84,432,3543,0.5,0.0002158,0.037,8e-06
84,432,18143,0.5,0.0536626,0.037,0.0019855
84,432,258,1,0,0.039,0
84,432,3543,1,0.0004316,0.037,1.6e-05
84,432,18143,1,0.1073251,0.037,0.003971
84,432,258,1.5,0,0.039,0
84,432,3543,1.5,0.0006475,0.037,2.4e-05
84,432,18143,1.5,0.1609877,0.037,0.0059565
85,432,258,0.5,0,0.054,0
85,432,3543,0.5,0.000454,0.06,2.72e-05
85,432,18143,0.5,0.0638267,0.06,0.0038296
85,432,258,1,0,0.054,0
85,432,3543,1,0.0009081,0.06,5.45e-05
85,432,18143,1,0.1276533,0.06,0.0076592
85,432,258,1.5,0,0.054,0
85,432,3543,1.5,0.0013621,0.06,8.17e-05
85,432,18143,1.5,0.19148,0.06,0.0114888
87,432,258,0.5,0,0.015,0
87,432,3543,0.5,1e-07,0.022,0
87,432,18143,0.5,0.01043,0.022,0.0002295
87,432,258,1,0,0.015,0
87,432,3543,1,3e-07,0.022,0
87,432,18143,1,0.0208599,0.022,0.0004589
87,432,258,1.5,0,0.015,0
87,432,3543,1.5,4e-07,0.022,0
87,432,18143,1.5,0.0312899,0.022,0.0006884
89,432,258,0.5,0,0.014,0
89,432,3543,0.5,6e-07,0.013,0
89,432,18143,0.5,0.0144038,0.013,0.0001872
89,432,258,1,0,0.014,0
89,432,3543,1,1.2e-06,0.013,0
89,432,18143,1,0.0288075,0.013,0.0003745
89,432,258,1.5,0,0.014,0
89,432,3543,1.5,1.8e-06,0.013,0
89,432,18143,1.5,0.0432113,0.013,0.0005617
90,432,258,0.5,0,0.013,0
90,432,3543,0.5,6.3e-06,0.013,1e-07
90,432,18143,0.5,0.0241384,0.013,0.0003138
90,432,258,1,0,0.013,0
90,432,3543,1,1.26e-05,0.013,2e-07
90,432,18143,1,0.0482767,0.013,0.0006276
90,432,258,1.5,0,0.013,0
90,432,3543,1.5,1.89e-05,0.013,2e-07
90,432,18143,1.5,0.0724151,0.013,0.0009414
92,432,258,0.5,0,0.014,0
92,432,3543,0.5,2.56e-05,0.013,3e-07
92,432,18143,0.5,0.0329948,0.013,0.0004289
92,432,258,1,0,0.014,0
92,432,3543,1,5.11e-05,0.013,7e-07
92,432,18143,1,0.0659897,0.013,0.0008579
92,432,258,1.5,0,0.014,0
92,432,3543,1.5,7.67e-05,0.013,1e-06
92,432,18143,1.5,0.0989845,0.013,0.0012868
107,432,258,0.5,0,0.015,0
107,432,3543,0.5,0,0.015,0
107,432,18143,0.5,0.0075093,0.015,0.0001126
107,432,258,1,0,0.015,0
107,432,3543,1,1e-07,0.015,0
107,432,18143,1,0.0150187,0.015,0.0002253
107,432,258,1.5,0,0.015,0
107,432,3543,1.5,1e-07,0.015,0
107,432,18143,1.5,0.022528,0.015,0.0003379
225,432,258,0.5,0,0.014,0
225,432,3543,0.5,0.0002977,0.014,4.2e-06
225,432,18143,0.5,0.0578267,0.014,0.0008096
225,432,258,1,0,0.014,0
225,432,3543,1,0.0005954,0.014,8.3e-06
225,432,18143,1,0.1156534,0.014,0.0016191
225,432,258,1.5,0,0.014,0
225,432,3543,1.5,0.0008931,0.014,1.25e-05
225,432,18143,1.5,0.17348,0.014,0.0024287
226,432,258,0.5,0,0.087,0
226,432,3543,0.5,0.0234053,0.082,0.0019192
226,432,18143,0.5,0.1697857,0.082,0.0139224
226,432,258,1,0,0.087,0
226,432,3543,1,0.0468106,0.082,0.0038385
226,432,18143,1,0.3395715,0.082,0.0278449
226,432,258,1.5,0,0.087,0
226,432,3543,1.5,0.0702159,0.082,0.0057577
226,432,18143,1.5,0.5093572,0.082,0.0417673
227,432,258,0.5,0,0.066,0
227,432,3543,0.5,0.0675512,0.062,0.0041882
227,432,18143,0.5,0.2281223,0.062,0.0141436
227,432,258,1,0,0.066,0
227,432,3543,1,0.1351024,0.062,0.0083764
227,432,18143,1,0.4562446,0.062,0.0282872
227,432,258,1.5,0,0.066,0
227,432,3543,1.5,0.2026537,0.062,0.0125645
227,432,18143,1.5,0.6843669,0.062,0.0424307
228,432,258,0.5,0,0.012,0
228,432,3543,0.5,0,0.011,0
228,432,18143,0.5,0.0071994,0.011,7.92e-05
228,432,258,1,0,0.012,0
228,432,3543,1,0,0.011,0
228,432,18143,1,0.0143989,0.011,0.0001584
228,432,258,1.5,0,0.012,0
228,432,3543,1.5,1e-07,0.011,0
228,432,18143,1.5,0.0215983,0.011,0.0002376
229,432,258,0.5,0,0.026,0
229,432,3543,0.5,0.0002623,0.025,6.6e-06
229,432,18143,0.5,0.0561485,0.025,0.0014037
229,432,258,1,0,0.026,0
229,432,3543,1,0.0005246,0.025,1.31e-05
229,432,18143,1,0.1122971,0.025,0.0028074
229,432,258,1.5,0,0.026,0
229,432,3543,1.5,0.000787,0.025,1.97e-05
229,432,18143,1.5,0.1684456,0.025,0.0042111
230,432,258,0.5,0,0.081,0
230,432,3543,0.5,0.0302511,0.076,0.0022991
230,432,18143,0.5,0.1819888,0.076,0.0138311
230,432,258,1,0,0.081,0
230,432,3543,1,0.0605021,0.076,0.0045982
230,432,18143,1,0.3639775,0.076,0.0276623
230,432,258,1.5,0,0.081,0
230,432,3543,1.5,0.0907532,0.076,0.0068972
230,432,18143,1.5,0.5459663,0.076,0.0414934
231,432,258,0.5,2e-07,0.268,1e-07
231,432,3543,0.5,0.0870855,0.252,0.0219455
231,432,18143,0.5,0.2458685,0.252,0.0619589
231,432,258,1,4e-07,0.268,1e-07
231,432,3543,1,0.1741709,0.252,0.0438911
231,432,18143,1,0.4917371,0.252,0.1239177
231,432,258,1.5,7e-07,0.268,2e-07
231,432,3543,1.5,0.2612564,0.252,0.0658366
231,432,18143,1.5,0.7376056,0.252,0.1858766
232,432,258,0.5,1.63e-05,0.09,1.5e-06
232,432,3543,0.5,0.1330884,0.084,0.0111794
232,432,18143,0.5,0.280127,0.084,0.0235307
232,432,258,1,3.26e-05,0.09,2.9e-06
232,432,3543,1,0.2661769,0.084,0.0223589
232,432,18143,1,0.5602541,0.084,0.0470613
232,432,258,1.5,4.88e-05,0.09,4.4e-06
232,432,3543,1.5,0.3992653,0.084,0.0335383
232,432,18143,1.5,0.8403811,0.084,0.070592
233,432,258,0.5,0,0.055,0
233,432,3543,0.5,0.0261423,0.051,0.0013333
233,432,18143,0.5,0.174918,0.051,0.0089208
233,432,258,1,0,0.055,0
233,432,3543,1,0.0522847,0.051,0.0026665
233,432,18143,1,0.349836,0.051,0.0178416
233,432,258,1.5,0,0.055,0
233,432,3543,1.5,0.078427,0.051,0.0039998
233,432,18143,1.5,0.524754,0.051,0.0267625
234,432,258,0.5,0,0.014,0
234,432,3543,0.5,0.0012399,0.013,1.61e-05
234,432,18143,0.5,0.0810118,0.013,0.0010532
234,432,258,1,0,0.014,0
234,432,3543,1,0.0024798,0.013,3.22e-05
234,432,18143,1,0.1620236,0.013,0.0021063
234,432,258,1.5,0,0.014,0
234,432,3543,1.5,0.0037198,0.013,4.84e-05
234,432,18143,1.5,0.2430354,0.013,0.0031595
235,432,258,0.5,0,0.041,0
235,432,3543,0.5,0.0001977,0.039,7.7e-06
235,432,18143,0.5,0.0525828,0.039,0.0020507
235,432,258,1,0,0.041,0
235,432,3543,1,0.0003954,0.039,1.54e-05
235,432,18143,1,0.1051657,0.039,0.0041015
235,432,258,1.5,0,0.041,0
235,432,3543,1.5,0.0005931,0.039,2.31e-05
235,432,18143,1.5,0.1577485,0.039,0.0061522
236,432,258,0.5,0,0.015,0
236,432,3543,0.5,0.0002553,0.014,3.6e-06
236,432,18143,0.5,0.055797,0.014,0.0007812
236,432,258,1,0,0.015,0
236,432,3543,1,0.0005107,0.014,7.1e-06
236,432,18143,1,0.111594,0.014,0.0015623
236,432,258,1.5,0,0.015,0
236,432,3543,1.5,0.000766,0.014,1.07e-05
236,432,18143,1.5,0.167391,0.014,0.0023435
237,432,258,0.5,0,0.038,0
237,432,3543,0.5,4.86e-05,0.036,1.8e-06
237,432,18143,0.5,0.0381469,0.036,0.0013733
237,432,258,1,0,0.038,0
237,432,3543,1,9.73e-05,0.036,3.5e-06
237,432,18143,1,0.0762939,0.036,0.0027466
237,432,258,1.5,0,0.038,0
237,432,3543,1.5,0.0001459,0.036,5.3e-06
237,432,18143,1.5,0.1144408,0.036,0.0041199
239,432,258,0.5,0,0.018,0
239,432,3543,0.5,1e-06,0.018,0
239,432,18143,0.5,0.0162379,0.018,0.0002923
239,432,258,1,0,0.018,0
239,432,3543,1,2.1e-06,0.018,0
239,432,18143,1,0.0324758,0.018,0.0005846
239,432,258,1.5,0,0.018,0
239,432,3543,1.5,3.1e-06,0.018,1e-07
239,432,18143,1.5,0.0487138,0.018,0.0008768
251,432,258,0.5,0.002942,0.011,3.24e-05
251,432,3543,0.5,0.2257972,0.015,0.003387
251,432,18143,0.5,0.3328254,0.015,0.0049924
251,432,258,1,0.0058841,0.011,6.47e-05
251,432,3543,1,0.4515943,0.015,0.0067739
251,432,18143,1,0.6656508,0.015,0.0099848
251,432,258,1.5,0.0088261,0.011,9.71e-05
251,432,3543,1.5,0.6773915,0.015,0.0101609
251,432,18143,1.5,0.9984763,0.015,0.0149771
82,432,3543,0.5,0,0.018,0
82,432,18143,0.5,0.0047012,0.018,8.46e-05
82,432,3543,1,0,0.018,0
82,432,18143,1,0.0094024,0.018,0.0001692
82,432,3543,1.5,0,0.018,0
82,432,18143,1.5,0.0141036,0.018,0.0002539
217,432,3543,0.5,5e-07,0.017,0
217,432,18143,0.5,0.0137816,0.017,0.0002343
217,432,3543,1,1e-06,0.017,0
217,432,18143,1,0.0275633,0.017,0.0004686
217,432,3543,1.5,1.5e-06,0.017,0
217,432,18143,1.5,0.0413449,0.017,0.0007029
224,433,258,0.5,0,0.022,0
224,433,3543,0.5,0.0003402,0.012,4.1e-06
224,433,258,1,0,0.022,0
224,433,3543,1,0.0006804,0.012,8.2e-06
224,433,258,1.5,0,0.022,0
224,433,3543,1.5,0.0010206,0.012,1.22e-05
226,433,258,0.5,0,0.176,0
226,433,3543,0.5,0.0427669,0.093,0.0039773
226,433,18143,0.5,0.2002452,0.083,0.0166204
226,433,258,1,0,0.176,0
226,433,3543,1,0.0855338,0.093,0.0079546
226,433,18143,1,0.4004905,0.083,0.0332407
226,433,258,1.5,0,0.176,0
226,433,3543,1.5,0.1283006,0.093,0.011932
226,433,18143,1.5,0.6007357,0.083,0.0498611
227,433,258,0.5,0,0.216,0
227,433,3543,0.5,0.0344388,0.113,0.0038916
227,433,18143,0.5,0.1885694,0.102,0.0192341
227,433,258,1,0,0.216,0
227,433,3543,1,0.0688776,0.113,0.0077832
227,433,18143,1,0.3771388,0.102,0.0384682
227,433,258,1.5,0,0.216,0
227,433,3543,1.5,0.1033165,0.113,0.0116748
227,433,18143,1.5,0.5657083,0.102,0.0577022
230,433,258,0.5,0,0.092,0
230,433,3543,0.5,0.009906,0.048,0.0004755
230,433,18143,0.5,0.1355077,0.044,0.0059623
230,433,258,1,0,0.092,0
230,433,3543,1,0.0198121,0.048,0.000951
230,433,18143,1,0.2710154,0.044,0.0119247
230,433,258,1.5,0,0.092,0
230,433,3543,1.5,0.0297181,0.048,0.0014265
230,433,18143,1.5,0.4065231,0.044,0.017887
231,433,258,0.5,0,0.27,0
231,433,3543,0.5,0.0404545,0.141,0.0057041
231,433,18143,0.5,0.1971628,0.128,0.0252368
231,433,258,1,0,0.27,0
231,433,3543,1,0.080909,0.141,0.0114082
231,433,18143,1,0.3943256,0.128,0.0504737
231,433,258,1.5,0,0.27,0
231,433,3543,1.5,0.1213636,0.141,0.0171123
231,433,18143,1.5,0.5914884,0.128,0.0757105
233,433,258,0.5,0,0.093,0
233,433,3543,0.5,0.0358052,0.049,0.0017545
233,433,18143,0.5,0.1906018,0.044,0.0083865
233,433,258,1,0,0.093,0
233,433,3543,1,0.0716104,0.049,0.0035089
233,433,18143,1,0.3812037,0.044,0.016773
233,433,258,1.5,0,0.093,0
233,433,3543,1.5,0.1074156,0.049,0.0052634
233,433,18143,1.5,0.5718055,0.044,0.0251594
237,433,258,0.5,0,0.111,0
237,433,3543,0.5,0.0181787,0.058,0.0010544
237,433,18143,0.5,0.1587291,0.052,0.0082539
237,433,258,1,0,0.111,0
237,433,3543,1,0.0363574,0.058,0.0021087
237,433,18143,1,0.3174581,0.052,0.0165078
237,433,258,1.5,0,0.111,0
237,433,3543,1.5,0.054536,0.058,0.0031631
237,433,18143,1.5,0.4761872,0.052,0.0247617
238,433,258,0.5,0,0.019,0
238,433,258,1,0,0.019,0
238,433,258,1.5,0,0.019,0
84,433,3543,0.5,0.000244,0.031,7.6e-06
84,433,18143,0.5,0.0552115,0.035,0.0019324
84,433,3543,1,0.000488,0.031,1.51e-05
84,433,18143,1,0.1104229,0.035,0.0038648
84,433,3543,1.5,0.000732,0.031,2.27e-05
84,433,18143,1.5,0.1656344,0.035,0.0057972
85,433,3543,0.5,0.0001485,0.049,7.3e-06
85,433,18143,0.5,0.049223,0.067,0.0032979
85,433,3543,1,0.000297,0.049,1.46e-05
85,433,18143,1,0.0984461,0.067,0.0065959
85,433,3543,1.5,0.0004455,0.049,2.18e-05
85,433,18143,1.5,0.1476691,0.067,0.0098938
87,433,3543,0.5,0,0.011,0
87,433,18143,0.5,0.0027385,0.03,8.22e-05
87,433,3543,1,0,0.011,0
87,433,18143,1,0.0054771,0.03,0.0001643
87,433,3543,1.5,0,0.011,0
87,433,18143,1.5,0.0082156,0.03,0.0002465
89,433,3543,0.5,0,0.024,0
89,433,18143,0.5,0.0028517,0.021,5.99e-05
89,433,3543,1,0,0.024,0
89,433,18143,1,0.0057034,0.021,0.0001198
89,433,3543,1.5,0,0.024,0
89,433,18143,1.5,0.008555,0.021,0.0001797
90,433,3543,0.5,0,0.026,0
90,433,18143,0.5,0.0021843,0.024,5.24e-05
90,433,3543,1,0,0.026,0
90,433,18143,1,0.0043686,0.024,0.0001048
90,433,3543,1.5,0,0.026,0
90,433,18143,1.5,0.0065529,0.024,0.0001573
92,433,3543,0.5,0,0.031,0
92,433,18143,0.5,0.0083536,0.028,0.0002339
92,433,3543,1,1e-07,0.031,0
92,433,18143,1,0.0167072,0.028,0.0004678
92,433,3543,1.5,1e-07,0.031,0
92,433,18143,1.5,0.0250607,0.028,0.0007017
93,433,3543,0.5,1e-07,0.018,0
93,433,18143,0.5,0.0098762,0.017,0.0001679
93,433,3543,1,2e-07,0.018,0
93,433,18143,1,0.0197524,0.017,0.0003358
93,433,3543,1.5,3e-07,0.018,0
93,433,18143,1.5,0.0296285,0.017,0.0005037
94,433,3543,0.5,0,0.014,0
94,433,18143,0.5,0.0001514,0.022,3.3e-06
94,433,3543,1,0,0.014,0
94,433,18143,1,0.0003029,0.022,6.7e-06
94,433,3543,1.5,0,0.014,0
94,433,18143,1.5,0.0004543,0.022,1e-05
217,433,3543,0.5,0.0001949,0.022,4.3e-06
217,433,18143,0.5,0.0524124,0.031,0.0016248
217,433,3543,1,0.0003898,0.022,8.6e-06
217,433,18143,1,0.1048248,0.031,0.0032496
217,433,3543,1.5,0.0005848,0.022,1.29e-05
217,433,18143,1.5,0.1572373,0.031,0.0048744
225,433,3543,0.5,0.0016299,0.033,5.38e-05
225,433,18143,0.5,0.0865279,0.03,0.0025958
225,433,3543,1,0.0032598,0.033,0.0001076
225,433,18143,1,0.1730559,0.03,0.0051917
225,433,3543,1.5,0.0048897,0.033,0.0001614
225,433,18143,1.5,0.2595838,0.03,0.0077875
228,433,3543,0.5,6.19e-05,0.01,6e-07
228,433,3543,1,0.0001237,0.01,1.2e-06
228,433,3543,1.5,0.0001856,0.01,1.9e-06
229,433,3543,0.5,0.0009955,0.022,2.19e-05
229,433,18143,0.5,0.0768633,0.02,0.0015373
229,433,3543,1,0.001991,0.022,4.38e-05
229,433,18143,1,0.1537267,0.02,0.0030745
229,433,3543,1.5,0.0029865,0.022,6.57e-05
229,433,18143,1.5,0.23059,0.02,0.0046118
232,433,3543,0.5,0.0055733,0.081,0.0004514
232,433,18143,0.5,0.1170996,0.074,0.0086654
232,433,3543,1,0.0111466,0.081,0.0009029
232,433,18143,1,0.2341992,0.074,0.0173307
232,433,3543,1.5,0.0167199,0.081,0.0013543
232,433,18143,1.5,0.3512989,0.074,0.0259961
234,433,3543,0.5,0.0254803,0.015,0.0003822
234,433,18143,0.5,0.17371,0.014,0.0024319
234,433,3543,1,0.0509605,0.015,0.0007644
234,433,18143,1,0.3474201,0.014,0.0048639
234,433,3543,1.5,0.0764408,0.015,0.0011466
234,433,18143,1.5,0.5211301,0.014,0.0072958
235,433,3543,0.5,0.0133945,0.049,0.0006563
235,433,18143,0.5,0.1465026,0.044,0.0064461
235,433,3543,1,0.0267891,0.049,0.0013127
235,433,18143,1,0.2930051,0.044,0.0128922
235,433,3543,1.5,0.0401836,0.049,0.001969
235,433,18143,1.5,0.4395077,0.044,0.0193383
236,433,3543,0.5,0.0231313,0.019,0.0004395
236,433,18143,0.5,0.1692492,0.017,0.0028772
236,433,3543,1,0.0462627,0.019,0.000879
236,433,18143,1,0.3384983,0.017,0.0057545
236,433,3543,1.5,0.069394,0.019,0.0013185
236,433,18143,1.5,0.5077475,0.017,0.0086317
239,433,3543,0.5,0.0093931,0.029,0.0002724
239,433,18143,0.5,0.1336691,0.028,0.0037427
239,433,3543,1,0.0187861,0.029,0.0005448
239,433,18143,1,0.2673381,0.028,0.0074855
239,433,3543,1.5,0.0281792,0.029,0.0008172
239,433,18143,1.5,0.4010072,0.028,0.0112282
240,433,18143,0.5,0.0148126,0.029,0.0004296
240,433,18143,1,0.0296252,0.029,0.0008591
240,433,18143,1.5,0.0444378,0.029,0.0012887
251,433,18143,0.5,0.0240477,0.017,0.0004088
251,433,18143,1,0.0480954,0.017,0.0008176
251,433,18143,1.5,0.072143,0.017,0.0012264
92,434,258,0.5,0,0.145,0
92,434,3543,0.5,0.0001844,0.057,1.05e-05
92,434,18143,0.5,0.0517473,0.054,0.0027944
92,434,258,1,0,0.145,0
92,434,3543,1,0.0003689,0.057,2.1e-05
92,434,18143,1,0.1034946,0.054,0.0055887
92,434,258,1.5,0,0.145,0
92,434,3543,1.5,0.0005533,0.057,3.15e-05
92,434,18143,1.5,0.1552418,0.054,0.0083831
93,434,258,0.5,0,0.086,0
93,434,3543,0.5,1.04e-05,0.034,4e-07
93,434,18143,0.5,0.0270075,0.032,0.0008642
93,434,258,1,0,0.086,0
93,434,3543,1,2.09e-05,0.034,7e-07
93,434,18143,1,0.054015,0.032,0.0017285
93,434,258,1.5,0,0.086,0
93,434,3543,1.5,3.13e-05,0.034,1.1e-06
93,434,18143,1.5,0.0810225,0.032,0.0025927
94,434,258,0.5,0,0.103,0
94,434,3543,0.5,1e-07,0.04,0
94,434,18143,0.5,0.0086022,0.038,0.0003269
94,434,258,1,0,0.103,0
94,434,3543,1,1e-07,0.04,0
94,434,18143,1,0.0172045,0.038,0.0006538
94,434,258,1.5,0,0.103,0
94,434,3543,1.5,2e-07,0.04,0
94,434,18143,1.5,0.0258067,0.038,0.0009807
224,434,258,0.5,0,0.064,0
224,434,3543,0.5,0.0193042,0.025,0.0004826
224,434,18143,0.5,0.1612774,0.024,0.0038707
224,434,258,1,0,0.064,0
224,434,3543,1,0.0386083,0.025,0.0009652
224,434,18143,1,0.3225548,0.024,0.0077413
224,434,258,1.5,0,0.064,0
224,434,3543,1.5,0.0579125,0.025,0.0014478
224,434,18143,1.5,0.4838323,0.024,0.011612
227,434,258,0.5,0,0.187,0
227,434,3543,0.5,0.0014234,0.073,0.0001039
227,434,18143,0.5,0.0837448,0.069,0.0057784
227,434,258,1,0,0.187,0
227,434,3543,1,0.0028467,0.073,0.0002078
227,434,18143,1,0.1674896,0.069,0.0115568
227,434,258,1.5,0,0.187,0
227,434,3543,1.5,0.0042701,0.073,0.0003117
227,434,18143,1.5,0.2512345,0.069,0.0173352
231,434,258,0.5,0,0.187,0
231,434,3543,0.5,6.85e-05,0.073,5e-06
231,434,18143,0.5,0.0412318,0.069,0.002845
231,434,258,1,0,0.187,0
231,434,3543,1,0.000137,0.073,1e-05
231,434,18143,1,0.0824635,0.069,0.00569
231,434,258,1.5,0,0.187,0
231,434,3543,1.5,0.0002055,0.073,1.5e-05
231,434,18143,1.5,0.1236953,0.069,0.008535
233,434,258,0.5,0,0.071,0
233,434,3543,0.5,2.26e-05,0.028,6e-07
233,434,18143,0.5,0.0320807,0.026,0.0008341
233,434,258,1,0,0.071,0
233,434,3543,1,4.51e-05,0.028,1.3e-06
233,434,18143,1,0.0641613,0.026,0.0016682
233,434,258,1.5,0,0.071,0
233,434,3543,1.5,6.77e-05,0.028,1.9e-06
233,434,18143,1.5,0.096242,0.026,0.0025023
237,434,258,0.5,0,0.131,0
237,434,3543,0.5,0.0023388,0.051,0.0001193
237,434,18143,0.5,0.094459,0.048,0.004534
237,434,258,1,0,0.131,0
237,434,3543,1,0.0046775,0.051,0.0002386
237,434,18143,1,0.1889181,0.048,0.0090681
237,434,258,1.5,0,0.131,0
237,434,3543,1.5,0.0070163,0.051,0.0003578
237,434,18143,1.5,0.2833771,0.048,0.0136021
238,434,258,0.5,0,0.026,0
238,434,258,1,0,0.026,0
238,434,258,1.5,0,0.026,0
84,434,3543,0.5,0,0.03,0
84,434,18143,0.5,0.004543,0.029,0.0001317
84,434,3543,1,0,0.03,0
84,434,18143,1,0.0090861,0.029,0.0002635
84,434,3543,1.5,0,0.03,0
84,434,18143,1.5,0.0136291,0.029,0.0003952
85,434,3543,0.5,5e-07,0.055,0
85,434,18143,0.5,0.0138691,0.06,0.0008321
85,434,3543,1,1e-06,0.055,1e-07
85,434,18143,1,0.0277383,0.06,0.0016643
85,434,3543,1.5,1.5e-06,0.055,1e-07
85,434,18143,1.5,0.0416074,0.06,0.0024964
87,434,3543,0.5,6e-07,0.028,0
87,434,18143,0.5,0.0144931,0.032,0.0004638
87,434,3543,1,1.2e-06,0.028,0
87,434,18143,1,0.0289862,0.032,0.0009276
87,434,3543,1.5,1.8e-06,0.028,1e-07
87,434,18143,1.5,0.0434793,0.032,0.0013913
89,434,3543,0.5,6.2e-05,0.028,1.7e-06
89,434,18143,0.5,0.040303,0.026,0.0010479
89,434,3543,1,0.0001239,0.028,3.5e-06
89,434,18143,1,0.080606,0.026,0.0020958
89,434,3543,1.5,0.0001859,0.028,5.2e-06
89,434,18143,1.5,0.120909,0.026,0.0031436
90,434,3543,0.5,0.0023929,0.039,9.33e-05
90,434,18143,0.5,0.0949895,0.037,0.0035146
90,434,3543,1,0.0047858,0.039,0.0001866
90,434,18143,1,0.1899789,0.037,0.0070292
90,434,3543,1.5,0.0071787,0.039,0.00028
90,434,18143,1.5,0.2849684,0.037,0.0105438
95,434,3543,0.5,0,0.052,0
95,434,18143,0.5,0.0078874,0.06,0.0004732
95,434,3543,1,1e-07,0.052,0
95,434,18143,1,0.0157748,0.06,0.0009465
95,434,3543,1.5,1e-07,0.052,0
95,434,18143,1.5,0.0236622,0.06,0.0014197
217,434,3543,0.5,3.3e-06,0.051,2e-07
217,434,18143,0.5,0.0209574,0.049,0.0010269
217,434,3543,1,6.6e-06,0.051,3e-07
217,434,18143,1,0.0419148,0.049,0.0020538
217,434,3543,1.5,1e-05,0.051,5e-07
217,434,18143,1.5,0.0628722,0.049,0.0030807
219,434,3543,0.5,0,0.017,0
219,434,18143,0.5,7.55e-05,0.025,1.9e-06
219,434,3543,1,0,0.017,0
219,434,18143,1,0.0001511,0.025,3.8e-06
219,434,3543,1.5,0,0.017,0
219,434,18143,1.5,0.0002266,0.025,5.7e-06
225,434,3543,0.5,0.0003365,0.061,2.05e-05
225,434,18143,0.5,0.059501,0.057,0.0033916
225,434,3543,1,0.0006729,0.061,4.1e-05
225,434,18143,1,0.119002,0.057,0.0067831
225,434,3543,1.5,0.0010094,0.061,6.16e-05
225,434,18143,1.5,0.178503,0.057,0.0101747
226,434,3543,0.5,4.35e-05,0.061,2.7e-06
226,434,18143,0.5,0.0371891,0.057,0.0021198
226,434,3543,1,8.69e-05,0.061,5.3e-06
226,434,18143,1,0.0743783,0.057,0.0042396
226,434,3543,1.5,0.0001304,0.061,8e-06
226,434,18143,1.5,0.1115674,0.057,0.0063593
229,434,3543,0.5,0,0.015,0
229,434,18143,0.5,0.0049549,0.014,6.94e-05
229,434,3543,1,0,0.015,0
229,434,18143,1,0.0099099,0.014,0.0001387
229,434,3543,1.5,0,0.015,0
229,434,18143,1.5,0.0148648,0.014,0.0002081
230,434,3543,0.5,4e-07,0.029,0
230,434,18143,0.5,0.0132367,0.027,0.0003574
230,434,3543,1,8e-07,0.029,0
230,434,18143,1,0.0264733,0.027,0.0007148
230,434,3543,1.5,1.2e-06,0.029,0
230,434,18143,1.5,0.03971,0.027,0.0010722
232,434,3543,0.5,8e-07,0.055,0
232,434,18143,0.5,0.015468,0.052,0.0008043
